TID,PID,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
2014-NONE,Daniel Christian-2014,Daniel Christian,Overseas,All-Rounder,10,UNSOLD,NONE,2014
2014-NONE,RP Singh-2014,RP Singh,Indian,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Nathan Lyon-2014,Nathan Lyon,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Imran Tahir-2014,Imran Tahir,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Adam Voges-2014,Adam Voges,Overseas,Batsman,10,UNSOLD,NONE,2014
2014-NONE,Michael Klinger-2014,Michael Klinger,Overseas,Batsman,10,UNSOLD,NONE,2014
2014-NONE,Johan Botha-2014,Johan Botha,Overseas,All-Rounder,10,UNSOLD,NONE,2014
2014-NONE,Jesse Ryder-2014,Jesse Ryder,Overseas,All-Rounder,10,UNSOLD,NONE,2014
2014-NONE,Sachithra Senanayaka-2014,Sachithra Senanayaka,Overseas,All-Rounder,10,UNSOLD,NONE,2014
2014-NONE,Fidel Edwards-2014,Fidel Edwards,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Manpreet Gony-2014,Manpreet Gony,Indian,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Clinton McKay-2014,Clinton McKay,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Phillip Hughes-2014,Phillip Hughes,Overseas,Batsman,10,UNSOLD,NONE,2014
2014-NONE,Vernon Philander-2014,Vernon Philander,Overseas,All-Rounder,10,UNSOLD,NONE,2014
2014-NONE,Ryan McLaren-2014,Ryan McLaren,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Dirk Nannes-2014,Dirk Nannes,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Shaun Tait-2014,Shaun Tait,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Robert Quiney-2014,Robert Quiney,Overseas,Batsman,10,UNSOLD,NONE,2014
2014-NONE,Kemar Roach-2014,Kemar Roach,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-NONE,Kyle Mills-2014,Kyle Mills,Overseas,Bowler,10,UNSOLD,NONE,2014
2014-Sunrisers Hyderabad,Parveez Rasool-2014,Parveez Rasool,Indian,All-Rounder,9.5,SOLD,Sunrisers Hyderabad,2014
2014-Mumbai Indians,Jalaj Saxena-2014,Jalaj Saxena,Indian,All-Rounder,9,SOLD,Mumbai Indians,2014
2014-Royal Challengers Bangalore,Ravi Rampaul-2014,Ravi Rampaul,Overseas,Bowler,9,SOLD,Royal Challengers Bangalore,2014
2014-Delhi Daredevils,Shahbaz Nadeem-2014,Shahbaz Nadeem,Indian,Bowler,8.5,SOLD,Delhi Daredevils,2014
2014-Kings XI Punjab,Sandeep Sharma-2014,Sandeep Sharma,Indian,Bowler,8.5,SOLD,Kings XI Punjab,2014
2014-Kings XI Punjab,Mandeep Hardev Singh-2014,Mandeep Hardev Singh,Indian,All-Rounder,8,SOLD,Kings XI Punjab,2014
2014-Rajasthan Royals,Ben Cutting-2014,Ben Cutting,Overseas,Bowler,8,SOLD,Rajasthan Royals,2014
2014-Kings XI Punjab,Akshar Rajesh Patel-2014,Akshar Rajesh Patel,Indian,All-Rounder,7.5,SOLD,Kings XI Punjab,2014
2014-Rajasthan Royals,Karun Nair-2014,Karun Nair,Indian,Batsman,7.5,SOLD,Rajasthan Royals,2014
2014-Sunrisers Hyderabad,Jason Holder-2014,Jason Holder,Overseas,Bowler,7.5,SOLD,Sunrisers Hyderabad,2014
2014-Delhi Daredevils,Saurabh Tiwary-2014,Saurabh Tiwary,Indian,Batsman,7,SOLD,Delhi Daredevils,2014
2014-Kolkata Knight Riders,Suryakumar Yadav-2014,Suryakumar Yadav,Indian,Batsman,7,SOLD,Kolkata Knight Riders,2014
2014-Kings XI Punjab,Parvinder Awana-2014,Parvinder Awana,Indian,Bowler,6.5,SOLD,Kings XI Punjab,2014
2014-Rajasthan Royals,Unmukt Chand-2014,Unmukt Chand,Indian,Batsman,6.5,SOLD,Rajasthan Royals,2014
