Name,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Format,Opposition,Ground,Year
Deepak Chahar,4,0,43,1,10.75,1,1,T20I , England,Bristol,2018
Deepak Chahar,4,0,37,1,9.25,2,1,ODI , Afghanistan,Dubai (DSC),2018
Deepak Chahar,3,1,4,3,1.33,2,1,T20I , West Indies,Providence,2019
Deepak Chahar,4,0,22,2,5.5,2,1,T20I , South Africa,Mohali,2019
Deepak Chahar,3,0,15,0,5,2,2,T20I , South Africa,Bengaluru,2019
Deepak Chahar,3,0,24,1,8,1,2,T20I , Bangladesh,Delhi,2019
Deepak Chahar,4,0,25,1,6.25,1,1,T20I , Bangladesh,Rajkot,2019
Deepak Chahar,3.2,0,7,6,2.1,3,2,T20I , Bangladesh,Nagpur,2019
Deepak Chahar,4,0,56,1,14,2,1,T20I , West Indies,Hyderabad,2019
Deepak Chahar,3.3,0,35,0,10,1,2,T20I , West Indies,Thiruvananthapuram,2019
Deepak Chahar,4,0,20,2,5,1,2,T20I , West Indies,Wankhede,2019
Deepak Chahar,10,1,48,1,4.8,1,2,ODI , West Indies,Chennai,2019
Deepak Chahar,7,1,44,0,6.28,1,2,ODI , West Indies,Visakhapatnam,2019
Deepak Chahar,4,0,29,1,7.25,1,2,T20I , Australia,Canberra,2020
Deepak Chahar,4,0,48,0,12,1,1,T20I , Australia,Sydney,2020
Deepak Chahar,4,0,34,0,8.5,1,1,T20I , Australia,Sydney,2020
Deepak Chahar,7,1,37,2,5.28,2,1,ODI , Sri Lanka,Colombo (RPS),2021
Deepak Chahar,8,0,53,2,6.62,2,1,ODI , Sri Lanka,Colombo (RPS),2021
Deepak Chahar,3,0,24,2,8,2,2,T20I , Sri Lanka,Colombo (RPS),2021
Deepak Chahar,4,0,42,1,10.5,2,1,T20I , New Zealand,Jaipur,2021
Deepak Chahar,4,0,42,1,10.5,2,1,T20I , New Zealand,Ranchi,2021
Deepak Chahar,2.2,0,26,1,11.14,2,2,T20I , New Zealand,Eden Gardens,2021
Deepak Chahar,8,0,53,2,6.62,1,1,ODI , South Africa,Cape Town,2022
Deepak Chahar,8,1,41,2,5.12,1,2,ODI , West Indies,Ahmedabad,2022
Deepak Chahar,3,0,28,1,9.33,2,1,T20I , West Indies,Eden Gardens,2022
Deepak Chahar,4,0,40,0,10,2,2,T20I , West Indies,Eden Gardens,2022
Deepak Chahar,1.5,0,15,2,8.18,1,2,T20I , West Indies,Eden Gardens,2022
Deepak Chahar,7,0,27,3,3.85,1,1,ODI , Zimbabwe,Harare,2022
Deepak Chahar,10,0,75,2,7.5,1,2,ODI , Zimbabwe,Harare,2022
Deepak Chahar,4,0,28,0,7,2,2,T20I , Afghanistan,Dubai (DSC),2022
Deepak Chahar,4,0,24,2,6,1,1,T20I , South Africa,Thiruvananthapuram,2022
Deepak Chahar,4,1,24,0,6,1,2,T20I , South Africa,Guwahati,2022
Deepak Chahar,4,0,48,1,12,1,1,T20I , South Africa,Indore,2022
Deepak Chahar,5,0,30,0,6,1,2,ODI , New Zealand,Christchurch,2022
Deepak Chahar,8,1,32,1,4,1,2,ODI , Bangladesh,Mirpur,2022
Deepak Chahar,3,0,12,0,4,1,1,ODI , Bangladesh,Mirpur,2022
Shreyas Iyer,1,0,2,0,2,6,2,ODI , Sri Lanka,Mohali,2017
Shreyas Iyer,1,0,13,0,13,6,2,ODI , West Indies,Visakhapatnam,2019
Shreyas Iyer,0.1,0,1,0,6,7,2,ODI , South Africa,Paarl,2022
Shreyas Iyer,3,0,21,0,7,6,1,ODI , South Africa,Cape Town,2022
Shreyas Iyer,0.2,0,2,0,6,7,2,T20I , South Africa,Cuttack,2022
Shreyas Iyer,1,0,2,0,2,4,2,ODI , Sri Lanka,Thiruvananthapuram,2023
Liam Livingstone,3,0,20,1,6.66,7,1,ODI , India,Pune,2021
Liam Livingstone,2,0,9,1,4.5,5,1,T20I , Sri Lanka,Cardiff,2021
Liam Livingstone,2,0,10,0,5,4,1,T20I , Sri Lanka,Cardiff,2021
Liam Livingstone,1,0,8,1,8,6,2,T20I , Sri Lanka,Southampton,2021
Liam Livingstone,2,0,24,0,12,6,1,T20I , Pakistan,Nottingham,2021
Liam Livingstone,3,0,21,0,7,5,1,T20I , Pakistan,Manchester,2021
Liam Livingstone,3,0,15,2,5,6,1,T20I , Bangladesh,Abu Dhabi,2021
Liam Livingstone,4,0,15,1,3.75,4,1,T20I , Australia,Dubai (DSC),2021
Liam Livingstone,4,0,34,1,8.5,5,2,T20I , Sri Lanka,Sharjah,2021
Liam Livingstone,4,0,22,2,5.5,5,2,T20I , New Zealand,Abu Dhabi,2021
Liam Livingstone,3,0,42,1,14,4,1,T20I , West Indies,Bridgetown,2022
Liam Livingstone,2,0,18,1,9,6,2,T20I , West Indies,Bridgetown,2022
Liam Livingstone,3,0,17,2,5.66,6,1,T20I , West Indies,Bridgetown,2022
Liam Livingstone,5,0,28,1,5.6,6,1,ODI , Netherlands,Amstelveen,2022
Liam Livingstone,8,0,40,1,5,5,1,ODI , Netherlands,Amstelveen,2022
Liam Livingstone,1,0,15,0,15,7,1,T20I , India,Southampton,2022
Liam Livingstone,2,0,23,0,11.5,7,1,T20I , India,Birmingham,2022
Liam Livingstone,2,0,36,0,18,5,2,T20I , India,Nottingham,2022
Liam Livingstone,2,1,4,1,2,6,2,ODI , India,Lord's,2022
Liam Livingstone,2,0,14,0,7,7,2,ODI , India,Manchester,2022
Liam Livingstone,4,0,30,2,7.5,7,1,ODI , South Africa,Chester-le-Street,2022
Liam Livingstone,1,0,9,0,9,6,1,ODI , South Africa,Leeds,2022
Liam Livingstone,3,0,17,3,5.66,6,1,T20I , Ireland,Melbourne,2022
Liam Livingstone,3,0,26,0,8.66,6,2,T20I , New Zealand,Brisbane,2022
Liam Livingstone,2,0,16,0,8,6,1,T20I , Sri Lanka,Sydney,2022
Liam Livingstone,3,0,21,0,7,5,1,T20I , India,Adelaide,2022
Liam Livingstone,1,0,16,0,16,6,1,T20I , Pakistan,Melbourne,2022
Shardul Thakur,7,0,26,1,3.71,1,2,ODI , Sri Lanka,Colombo (RPS),2017
Shardul Thakur,6,0,48,0,8,2,1,ODI , Sri Lanka,Colombo (RPS),2017
Shardul Thakur,8.5,0,52,4,5.88,1,1,ODI , South Africa,Centurion,2018
Shardul Thakur,4,0,31,1,7.75,2,2,T20I , South Africa,Centurion,2018
Shardul Thakur,4,0,35,1,8.75,3,2,T20I , South Africa,Cape Town,2018
Shardul Thakur,3.3,0,42,0,12,3,2,T20I , Sri Lanka,Colombo (RPS),2018
Shardul Thakur,4,0,25,1,6.25,3,1,T20I , Bangladesh,Colombo (RPS),2018
Shardul Thakur,4,0,27,4,6.75,3,1,T20I , Sri Lanka,Colombo (RPS),2018
Shardul Thakur,4,0,37,1,9.25,3,2,T20I , Bangladesh,Colombo (RPS),2018
Shardul Thakur,4,0,45,0,11.25,4,1,T20I , Bangladesh,Colombo (RPS),2018
Shardul Thakur,10,0,51,1,5.1,3,2,ODI , England,Leeds,2018
Shardul Thakur,4,0,41,0,10.25,3,2,ODI , Hong Kong,Dubai (DSC),2018
Shardul Thakur,8,0,55,1,6.87,2,2,ODI , West Indies,Visakhapatnam,2019
Shardul Thakur,10,0,66,1,6.6,1,1,ODI , West Indies,Cuttack,2019
Shardul Thakur,4,0,23,3,5.75,2,1,T20I , Sri Lanka,Indore,2020
Shardul Thakur,3,0,19,2,6.33,2,2,T20I , Sri Lanka,Pune,2020
Shardul Thakur,5,0,43,0,8.6,3,2,ODI , Australia,Wankhede,2020
Shardul Thakur,3,0,44,1,14.66,2,1,T20I , New Zealand,Auckland,2020
Shardul Thakur,2,0,21,1,10.5,1,1,T20I , New Zealand,Auckland,2020
Shardul Thakur,3,0,21,2,7,1,2,T20I , New Zealand,Hamilton,2020
Shardul Thakur,4,0,33,2,8.25,1,2,T20I , New Zealand,Wellington,2020
Shardul Thakur,4,0,38,2,9.5,4,2,T20I , New Zealand,Mount Maunganui,2020
Shardul Thakur,9,0,80,1,8.88,3,2,ODI , New Zealand,Hamilton,2020
Shardul Thakur,10,1,60,2,6,1,1,ODI , New Zealand,Auckland,2020
Shardul Thakur,9.1,0,87,1,9.49,4,2,ODI , New Zealand,Mount Maunganui,2020
Shardul Thakur,10,1,51,3,5.1,3,2,ODI , Australia,Canberra,2020
Shardul Thakur,4,0,39,1,9.75,3,1,T20I , Australia,Sydney,2020
Shardul Thakur,4,0,43,1,10.75,5,1,T20I , Australia,Sydney,2020
Shardul Thakur,2,0,16,0,8,4,2,T20I , England,Ahmedabad,2021
Shardul Thakur,4,0,29,2,7.25,3,1,T20I , England,Ahmedabad,2021
Shardul Thakur,3.2,0,36,0,10.8,2,2,T20I , England,Ahmedabad,2021
Shardul Thakur,4,0,42,3,10.5,3,2,T20I , England,Ahmedabad,2021
Shardul Thakur,4,0,45,3,11.25,4,2,T20I , England,Ahmedabad,2021
Shardul Thakur,6,0,37,3,6.16,3,2,ODI , England,Pune,2021
Shardul Thakur,7.3,0,54,0,7.2,3,2,ODI , England,Pune,2021
Shardul Thakur,10,0,67,4,6.7,4,2,ODI , England,Pune,2021
Shardul Thakur,1.3,0,17,0,11.33,5,2,T20I , New Zealand,Dubai (DSC),2021
Shardul Thakur,3,0,31,0,10.33,6,2,T20I , Afghanistan,Abu Dhabi,2021
Shardul Thakur,10,1,72,0,7.2,3,1,ODI , South Africa,Paarl,2022
Shardul Thakur,5,0,35,1,7,5,2,ODI , South Africa,Paarl,2022
Shardul Thakur,7,0,38,0,5.42,4,1,ODI , West Indies,Ahmedabad,2022
Shardul Thakur,9,1,41,2,4.55,2,2,ODI , West Indies,Ahmedabad,2022
Shardul Thakur,4,0,33,2,8.25,4,2,T20I , West Indies,Eden Gardens,2022
Shardul Thakur,8,0,54,2,6.75,3,2,ODI , West Indies,Port of Spain,2022
Shardul Thakur,7,0,54,3,7.71,3,1,ODI , West Indies,Port of Spain,2022
Shardul Thakur,5,0,17,2,3.4,6,2,ODI , West Indies,Port of Spain,2022
Shardul Thakur,7,0,38,3,5.42,3,1,ODI , Zimbabwe,Harare,2022
Shardul Thakur,9,0,55,1,6.11,3,2,ODI , Zimbabwe,Harare,2022
Shardul Thakur,8,1,35,2,4.37,3,1,ODI , South Africa,Lucknow,2022
Shardul Thakur,5,0,36,1,7.2,6,1,ODI , South Africa,Ranchi,2022
Shardul Thakur,2,0,8,0,4,5,1,ODI , South Africa,Delhi,2022
Shardul Thakur,9,1,63,1,7,2,2,ODI , New Zealand,Auckland,2022
Shardul Thakur,9,1,21,1,2.33,6,2,ODI , Bangladesh,Mirpur,2022
Shardul Thakur,10,1,47,0,4.7,3,1,ODI , Bangladesh,Mirpur,2022
Shardul Thakur,5,0,30,3,6,2,2,ODI , Bangladesh,Chattogram,2022
Shardul Thakur,7.2,0,54,2,7.36,5,2,ODI , New Zealand,Hyderabad,2023
Shardul Thakur,6,1,26,1,4.33,3,1,ODI , New Zealand,Raipur,2023
Shardul Thakur,6,0,45,3,7.5,3,2,ODI , New Zealand,Indore,2023
Shardul Thakur,2,0,12,0,6,4,1,ODI , Australia,Wankhede,2023
Wanindu Hasaranga,2.4,0,15,3,5.62,7,1,ODI , Zimbabwe,Galle,2017
Wanindu Hasaranga,7,0,44,2,6.28,5,1,ODI , Zimbabwe,Hambantota,2017
Wanindu Hasaranga,6,0,40,3,6.66,5,2,ODI , Zimbabwe,Hambantota,2017
Wanindu Hasaranga,6.1,0,45,0,7.29,5,2,ODI , Zimbabwe,Hambantota,2017
Wanindu Hasaranga,4.5,0,35,0,7.24,6,2,ODI , India,Dambulla,2017
Wanindu Hasaranga,2,0,19,0,9.5,6,1,ODI , India,Colombo (RPS),2017
Wanindu Hasaranga,4.3,0,29,1,6.44,7,2,ODI , India,Colombo (RPS),2017
Wanindu Hasaranga,3,0,18,0,6,5,1,ODI , Zimbabwe,Mirpur,2018
Wanindu Hasaranga,7,0,51,0,7.28,6,1,ODI , Bangladesh,Mirpur,2018
Wanindu Hasaranga,4,1,16,1,4,5,2,ODI , Bangladesh,Colombo (RPS),2019
Wanindu Hasaranga,4,0,21,2,5.25,6,2,T20I , New Zealand,Pallekele,2019
Wanindu Hasaranga,2.4,0,32,1,12,6,2,T20I , New Zealand,Pallekele,2019
Wanindu Hasaranga,3,0,12,1,4,5,2,T20I , New Zealand,Pallekele,2019
Wanindu Hasaranga,10,0,63,2,6.3,6,1,ODI , Pakistan,Karachi,2019
Wanindu Hasaranga,10,0,54,1,5.4,5,2,ODI , Pakistan,Karachi,2019
Wanindu Hasaranga,4,0,20,2,5,4,2,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,4,0,38,3,9.5,4,2,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,4,0,21,3,5.25,5,2,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,3,0,42,0,14,5,1,T20I , Australia,Adelaide,2019
Wanindu Hasaranga,1,0,18,0,18,3,2,T20I , Australia,Brisbane,2019
Wanindu Hasaranga,4,0,30,2,7.5,5,2,T20I , India,Indore,2020
Wanindu Hasaranga,4,0,27,1,6.75,5,1,T20I , India,Pune,2020
Wanindu Hasaranga,10,2,47,0,4.7,6,1,ODI , West Indies,Colombo (SSC),2020
Wanindu Hasaranga,10,0,30,3,3,5,2,ODI , West Indies,Hambantota,2020
Wanindu Hasaranga,10,0,41,1,4.1,6,2,ODI , West Indies,Pallekele,2020
Wanindu Hasaranga,4,0,33,1,8.25,6,1,T20I , West Indies,Pallekele,2020
Wanindu Hasaranga,4,0,12,3,3,4,2,T20I , West Indies,Coolidge,2021
Wanindu Hasaranga,4,0,17,3,4.25,4,2,T20I , West Indies,Coolidge,2021
Wanindu Hasaranga,4,0,13,2,3.25,3,2,T20I , West Indies,Coolidge,2021
Wanindu Hasaranga,10,1,26,0,2.6,4,2,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,10,0,48,0,4.8,5,2,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,10,0,49,1,4.9,3,2,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,10,0,48,0,4.8,5,1,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,10,1,33,1,3.3,3,1,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,10,0,47,2,4.7,5,2,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,4,0,12,0,3,5,2,T20I , England,Cardiff,2021
Wanindu Hasaranga,4,0,20,2,5,4,2,T20I , England,Cardiff,2021
Wanindu Hasaranga,3,0,42,0,14,5,1,T20I , England,Southampton,2021
Wanindu Hasaranga,7,0,26,0,3.71,4,2,ODI , England,Chester-le-Street,2021
Wanindu Hasaranga,7,0,46,1,6.57,4,2,ODI , England,The Oval,2021
Wanindu Hasaranga,9,1,45,0,5,6,2,ODI , India,Colombo (RPS),2021
Wanindu Hasaranga,10,0,37,3,3.7,3,2,ODI , India,Colombo (RPS),2021
Wanindu Hasaranga,4,0,28,2,7,5,1,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,4,0,30,1,7.5,5,1,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,4,0,9,4,2.25,4,1,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,10,1,52,1,5.2,3,2,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,10,0,63,1,6.3,5,1,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,8,3,32,2,4,3,2,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,23,2,5.75,5,1,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,22,1,5.5,5,2,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,35,0,8.75,2,2,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,24,2,6,5,1,T20I , Namibia,Abu Dhabi,2021
Wanindu Hasaranga,4,0,12,1,3,5,2,T20I , Ireland,Abu Dhabi,2021
Wanindu Hasaranga,3,0,9,3,3,5,1,T20I , Netherlands,Sharjah,2021
Wanindu Hasaranga,3,0,29,0,9.66,6,1,T20I , Bangladesh,Sharjah,2021
Wanindu Hasaranga,4,0,22,2,5.5,5,2,T20I , Australia,Dubai (DSC),2021
Wanindu Hasaranga,4,0,20,3,5,5,2,T20I , South Africa,Sharjah,2021
Wanindu Hasaranga,4,0,21,3,5.25,2,1,T20I , England,Sharjah,2021
Wanindu Hasaranga,4,0,19,2,4.75,6,2,T20I , West Indies,Abu Dhabi,2021
Wanindu Hasaranga,4,0,38,3,9.5,4,1,T20I , Australia,Sydney,2022
Wanindu Hasaranga,4,0,33,2,8.25,4,1,T20I , Australia,Sydney,2022
Wanindu Hasaranga,2,0,27,0,13.5,4,2,T20I , Australia,Colombo (RPS),2022
Wanindu Hasaranga,4,0,33,4,8.25,3,2,T20I , Australia,Colombo (RPS),2022
Wanindu Hasaranga,4,0,33,1,8.25,5,1,T20I , Australia,Pallekele,2022
Wanindu Hasaranga,9,0,58,4,6.44,4,2,ODI , Australia,Pallekele,2022
Wanindu Hasaranga,10,0,52,1,5.2,3,2,ODI , Australia,Colombo (RPS),2022
Wanindu Hasaranga,3,0,19,1,6.33,4,2,T20I , Afghanistan,Dubai (DSC),2022
Wanindu Hasaranga,4,0,41,2,10.25,4,1,T20I , Bangladesh,Dubai (DSC),2022
Wanindu Hasaranga,4,0,23,0,5.75,4,1,T20I , Afghanistan,Sharjah,2022
Wanindu Hasaranga,4,0,39,0,9.75,5,1,T20I , India,Dubai (DSC),2022
Wanindu Hasaranga,4,0,21,3,5.25,5,1,T20I , Pakistan,Dubai (DSC),2022
Wanindu Hasaranga,4,0,27,3,6.75,4,2,T20I , Pakistan,Dubai (DSC),2022
Wanindu Hasaranga,4,0,27,1,6.75,5,1,T20I , Namibia,Geelong,2022
Wanindu Hasaranga,4,1,8,3,2,5,2,T20I , U.A.E.,Geelong,2022
Wanindu Hasaranga,4,0,28,3,7,5,2,T20I , Netherlands,Geelong,2022
Wanindu Hasaranga,4,0,25,2,6.25,5,1,T20I , Ireland,Hobart,2022
Wanindu Hasaranga,3,0,53,0,17.66,6,2,T20I , Australia,Perth,2022
Wanindu Hasaranga,4,0,22,1,5.5,4,1,T20I , New Zealand,Sydney,2022
Wanindu Hasaranga,4,0,13,3,3.25,5,1,T20I , Afghanistan,Brisbane,2022
Wanindu Hasaranga,4,0,23,2,5.75,4,2,T20I , England,Sydney,2022
Wanindu Hasaranga,10,0,42,2,4.2,5,1,ODI , Afghanistan,Pallekele,2022
Wanindu Hasaranga,10,0,39,1,3.9,4,1,ODI , Afghanistan,Pallekele,2022
Wanindu Hasaranga,10,0,67,2,6.7,6,1,ODI , Afghanistan,Pallekele,2022
Wanindu Hasaranga,4,0,22,1,5.5,6,1,T20I , India,Wankhede,2023
Wanindu Hasaranga,3,0,41,1,13.66,4,2,T20I , India,Pune,2023
Wanindu Hasaranga,4,0,36,1,9,5,1,T20I , India,Rajkot,2023
Wanindu Hasaranga,10,0,67,0,6.7,3,1,ODI , India,Guwahati,2023
Wanindu Hasaranga,10,0,28,0,2.8,4,2,ODI , India,Eden Gardens,2023
Wanindu Hasaranga,10,0,54,0,5.4,3,1,ODI , India,Thiruvananthapuram,2023
Wanindu Hasaranga,10,0,67,0,6.7,5,1,ODI , New Zealand,Auckland,2023
Wanindu Hasaranga,4,0,22,0,5.5,5,2,ODI , New Zealand,Hamilton,2023
Wanindu Hasaranga,4,0,30,2,7.5,5,2,T20I , New Zealand,Auckland,2023
Harshal Patel,4,0,25,2,6.25,5,1,T20I , New Zealand,Ranchi,2021
Harshal Patel,3,0,26,2,8.66,6,2,T20I , New Zealand,Eden Gardens,2021
Harshal Patel,4,0,37,2,9.25,3,1,T20I , West Indies,Eden Gardens,2022
Harshal Patel,4,0,46,0,11.5,4,2,T20I , West Indies,Eden Gardens,2022
Harshal Patel,4,0,22,3,5.5,6,2,T20I , West Indies,Eden Gardens,2022
Harshal Patel,2,0,10,0,5,3,2,T20I , Sri Lanka,Lucknow,2022
Harshal Patel,4,0,52,1,13,3,1,T20I , Sri Lanka,Dharamsala,2022
Harshal Patel,4,0,29,1,7.25,3,1,T20I , Sri Lanka,Dharamsala,2022
Harshal Patel,4,0,43,1,10.75,5,2,T20I , South Africa,Delhi,2022
Harshal Patel,3,0,17,1,5.66,5,2,T20I , South Africa,Cuttack,2022
Harshal Patel,3.1,0,25,4,7.89,5,2,T20I , South Africa,Visakhapatnam,2022
Harshal Patel,2,0,3,1,1.5,4,2,T20I , South Africa,Rajkot,2022
Harshal Patel,4,0,54,1,13.5,3,2,T20I , Ireland,Dublin (Malahide),2022
Harshal Patel,3,0,24,1,8,4,2,T20I , England,Southampton,2022
Harshal Patel,4,0,34,1,8.5,4,2,T20I , England,Birmingham,2022
Harshal Patel,4,0,35,2,8.75,5,1,T20I , England,Nottingham,2022
Harshal Patel,4,0,49,0,12.25,5,2,T20I , Australia,Mohali,2022
Harshal Patel,2,0,32,0,16,5,1,T20I , Australia,Nagpur,2022
Harshal Patel,2,0,18,1,9,6,1,T20I , Australia,Hyderabad,2022
Harshal Patel,4,0,26,2,6.5,4,1,T20I , South Africa,Thiruvananthapuram,2022
Harshal Patel,4,0,45,0,11.25,5,2,T20I , South Africa,Guwahati,2022
Harshal Patel,4,0,49,0,12.25,5,1,T20I , South Africa,Indore,2022
Harshal Patel,3.4,0,28,1,7.63,6,1,T20I , New Zealand,Napier,2022
Harshal Patel,4,0,41,2,10.25,5,2,T20I , Sri Lanka,Wankhede,2023
Nicholas Pooran,0.3,0,6,0,12,7,2,ODI , Australia,Bridgetown,2021
Nicholas Pooran,10,0,48,4,4.8,5,1,ODI , Pakistan,Multan,2022
Nicholas Pooran,7,0,39,1,5.57,6,2,ODI , Bangladesh,Providence,2022
Nicholas Pooran,2,0,14,0,7,4,2,ODI , Bangladesh,Providence,2022
Nicholas Pooran,6.3,0,38,1,5.84,7,2,ODI , Bangladesh,Providence,2022
Nicholas Pooran,2,0,23,0,11.5,7,1,ODI , India,Port of Spain,2022
Nicholas Pooran,0.1,0,6,0,36,7,2,ODI , New Zealand,Bridgetown,2022
Lockie Ferguson,9,0,73,1,8.11,3,1,ODI , Australia,Sydney,2016
Lockie Ferguson,8,0,50,0,6.25,3,1,ODI , Australia,Melbourne,2016
Lockie Ferguson,9,0,54,3,6,3,2,ODI , Bangladesh,Christchurch,2016
Lockie Ferguson,8,0,53,1,6.62,4,2,ODI , Bangladesh,Nelson,2016
Lockie Ferguson,4,0,32,3,8,3,1,T20I , Bangladesh,Napier,2017
Lockie Ferguson,10,0,44,2,4.4,3,2,ODI , Australia,Auckland,2017
Lockie Ferguson,9,1,62,0,6.88,3,2,ODI , Australia,Hamilton,2017
Lockie Ferguson,10,0,71,1,7.1,3,1,ODI , South Africa,Wellington,2017
Lockie Ferguson,10,0,49,2,4.9,3,1,ODI , West Indies,Whangarei,2017
Lockie Ferguson,4,0,17,3,4.25,4,2,ODI , West Indies,Christchurch,2017
Lockie Ferguson,4,0,24,0,6,3,2,ODI , West Indies,Christchurch,2017
Lockie Ferguson,7,0,40,0,5.71,3,2,ODI , Pakistan,Wellington,2018
Lockie Ferguson,10,0,39,3,3.9,4,1,ODI , Pakistan,Nelson,2018
Lockie Ferguson,6,0,28,2,4.66,4,2,ODI , Pakistan,Dunedin,2018
Lockie Ferguson,6,0,32,0,5.33,3,1,ODI , Pakistan,Hamilton,2018
Lockie Ferguson,10,0,64,2,6.4,4,2,ODI , Pakistan,Wellington,2018
Lockie Ferguson,8,0,48,1,6,4,2,ODI , England,Mount Maunganui,2018
Lockie Ferguson,4,0,29,1,7.25,3,1,T20I , Pakistan,Dubai (DSC),2018
Lockie Ferguson,9.2,0,36,3,3.85,3,2,ODI , Pakistan,Abu Dhabi,2018
Lockie Ferguson,10,0,60,3,6,3,2,ODI , Pakistan,Abu Dhabi,2018
Lockie Ferguson,10,0,45,5,4.5,3,1,ODI , Pakistan,Dubai (DSC),2018
Lockie Ferguson,10,0,65,2,6.5,3,2,ODI , Sri Lanka,Mount Maunganui,2019
Lockie Ferguson,8,0,40,4,5,3,2,ODI , Sri Lanka,Nelson,2019
Lockie Ferguson,3,0,21,3,7,1,2,T20I , Sri Lanka,Auckland,2019
Lockie Ferguson,8,0,41,1,5.12,3,2,ODI , India,Napier,2019
Lockie Ferguson,10,0,81,2,8.1,3,1,ODI , India,Mount Maunganui,2019
Lockie Ferguson,10,1,57,0,5.7,3,2,ODI , India,Mount Maunganui,2019
Lockie Ferguson,4,0,22,2,5.5,3,2,T20I , India,Wellington,2019
Lockie Ferguson,4,0,31,1,7.75,3,2,T20I , India,Auckland,2019
Lockie Ferguson,10,1,44,2,4.4,4,1,ODI , Bangladesh,Napier,2019
Lockie Ferguson,10,0,43,3,4.3,4,1,ODI , Bangladesh,Christchurch,2019
Lockie Ferguson,10,0,50,0,5,4,2,ODI , Bangladesh,Dunedin,2019
Lockie Ferguson,6.2,0,22,3,3.47,3,1,ODI , Sri Lanka,Cardiff,2019
Lockie Ferguson,10,0,40,1,4,3,1,ODI , Bangladesh,The Oval,2019
Lockie Ferguson,9.1,3,37,4,4.03,3,1,ODI , Afghanistan,Taunton,2019
Lockie Ferguson,10,0,59,3,5.9,3,1,ODI , South Africa,Birmingham,2019
Lockie Ferguson,10,0,59,3,5.9,3,2,ODI , West Indies,Manchester,2019
Lockie Ferguson,8.1,0,50,1,6.12,3,2,ODI , Pakistan,Birmingham,2019
Lockie Ferguson,10,0,49,2,4.9,3,1,ODI , Australia,Lord's,2019
Lockie Ferguson,10,0,43,1,4.3,3,2,ODI , India,Manchester,2019
Lockie Ferguson,10,0,50,3,5,4,2,ODI , England,Lord's,2019
Lockie Ferguson,4,0,28,0,7,2,2,T20I , England,Christchurch,2019
Lockie Ferguson,4,0,34,2,8.5,2,2,T20I , England,Wellington,2019
Lockie Ferguson,4,0,25,2,6.25,2,2,T20I , England,Nelson,2019
Lockie Ferguson,9,0,60,2,6.66,2,1,ODI , Australia,Sydney,2020
Lockie Ferguson,4,0,21,5,5.25,4,1,T20I , West Indies,Auckland,2020
Lockie Ferguson,4,0,22,1,5.5,3,2,T20I , West Indies,Mount Maunganui,2020
Lockie Ferguson,1,0,13,1,13,2,1,T20I , West Indies,Mount Maunganui,2020
Lockie Ferguson,4,0,25,2,6.25,3,2,T20I , Bangladesh,Hamilton,2021
Lockie Ferguson,2,0,13,1,6.5,3,2,T20I , Bangladesh,Auckland,2021
Lockie Ferguson,4,0,24,0,6,3,2,T20I , India,Jaipur,2021
Lockie Ferguson,4,0,45,1,11.25,3,1,T20I , India,Eden Gardens,2021
Lockie Ferguson,10,1,44,2,4.4,2,1,ODI , Ireland,Dublin (Malahide),2022
Lockie Ferguson,10,0,60,0,6,1,2,ODI , Ireland,Dublin (Malahide),2022
Lockie Ferguson,3.2,0,14,4,4.2,2,2,T20I , Ireland,Belfast,2022
Lockie Ferguson,2,0,10,1,5,3,2,T20I , Ireland,Belfast,2022
Lockie Ferguson,4,0,35,1,8.75,1,2,T20I , Scotland,Edinburgh,2022
Lockie Ferguson,10,0,77,2,7.7,2,1,ODI , Scotland,Edinburgh,2022
Lockie Ferguson,4,0,23,0,5.75,1,2,T20I , Netherlands,The Hague,2022
Lockie Ferguson,4,0,33,1,8.25,4,2,T20I , West Indies,Kingston,2022
Lockie Ferguson,4,0,16,0,4,4,2,T20I , West Indies,Kingston,2022
Lockie Ferguson,8,0,55,0,6.87,3,2,ODI , West Indies,Bridgetown,2022
Lockie Ferguson,10,0,80,1,8,4,1,ODI , West Indies,Bridgetown,2022
Lockie Ferguson,9,0,60,2,6.66,5,2,ODI , Australia,Cairns,2022
