Name,Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Format,Opposition,Ground,Year
Mustafizur Rahman,4,0,16,2,4,4,2,T20I , Australia,Mirpur,2021
Mustafizur Rahman,4,0,23,3,5.75,4,1,T20I , Australia,Mirpur,2021
Mustafizur Rahman,4,0,9,0,2.25,4,2,T20I , Australia,Mirpur,2021
Mustafizur Rahman,4,1,9,2,2.25,4,2,T20I , Australia,Mirpur,2021
Mustafizur Rahman,1,0,3,0,3,3,2,T20I , Australia,Mirpur,2021
Mustafizur Rahman,2.5,0,13,3,4.58,4,1,T20I , New Zealand,Mirpur,2021
Mustafizur Rahman,4,0,34,0,8.5,4,2,T20I , New Zealand,Mirpur,2021
Mustafizur Rahman,4,1,29,1,7.25,3,1,T20I , New Zealand,Mirpur,2021
Mustafizur Rahman,3.3,0,12,4,3.42,4,1,T20I , New Zealand,Mirpur,2021
Mustafizur Rahman,4,1,32,2,8,2,1,T20I , Scotland,Al Amerat,2021
Mustafizur Rahman,4,0,36,4,9,2,2,T20I , Oman,Al Amerat,2021
Mustafizur Rahman,4,0,34,0,8.5,2,2,T20I , P.N.G.,Al Amerat,2021
Mustafizur Rahman,3,0,22,0,7.33,5,2,T20I , Sri Lanka,Sharjah,2021
Mustafizur Rahman,3,0,23,0,7.66,2,2,T20I , England,Abu Dhabi,2021
Mustafizur Rahman,4,0,43,2,10.75,3,1,T20I , West Indies,Sharjah,2021
Mustafizur Rahman,2,0,32,0,16,2,2,T20I , Australia,Dubai (DSC),2021
Mustafizur Rahman,4,0,26,1,6.5,3,2,T20I , Pakistan,Mirpur,2021
Mustafizur Rahman,2.1,0,12,1,5.53,3,2,T20I , Pakistan,Mirpur,2021
Mustafizur Rahman,9.1,0,35,3,3.81,1,1,ODI , Afghanistan,Chattogram,2022
Mustafizur Rahman,8,0,53,1,6.62,1,2,ODI , Afghanistan,Chattogram,2022
Mustafizur Rahman,6,0,24,0,4,4,2,ODI , Afghanistan,Chattogram,2022
Mustafizur Rahman,3,0,19,1,6.33,3,2,T20I , Afghanistan,Mirpur,2022
Mustafizur Rahman,3,0,13,0,4.33,5,2,T20I , Afghanistan,Mirpur,2022
Mustafizur Rahman,10,0,50,0,5,4,2,ODI , South Africa,Centurion,2022
Mustafizur Rahman,3,0,13,0,4.33,4,2,ODI , South Africa,Johannesburg,2022
Mustafizur Rahman,7,0,23,0,3.28,2,1,ODI , South Africa,Centurion,2022
Mustafizur Rahman,4,0,37,0,9.25,3,1,T20I , West Indies,Roseau,2022
Mustafizur Rahman,2,0,27,0,13.5,5,2,T20I , West Indies,Providence,2022
Mustafizur Rahman,8,0,34,1,4.25,2,1,ODI , West Indies,Providence,2022
Mustafizur Rahman,4,0,12,0,3,2,1,ODI , West Indies,Providence,2022
Mustafizur Rahman,9,0,24,2,2.66,2,1,ODI , West Indies,Providence,2022
Mustafizur Rahman,4,0,50,2,12.5,3,1,T20I , Zimbabwe,Harare,2022
Mustafizur Rahman,4,0,30,1,7.5,3,1,T20I , Zimbabwe,Harare,2022
Mustafizur Rahman,4,0,22,1,5.5,1,1,T20I , Zimbabwe,Harare,2022
Mustafizur Rahman,9,0,57,1,6.33,1,2,ODI , Zimbabwe,Harare,2022
Mustafizur Rahman,5.2,0,17,4,3.18,5,2,ODI , Zimbabwe,Harare,2022
Mustafizur Rahman,3,0,30,0,10,2,2,T20I , Afghanistan,Sharjah,2022
Mustafizur Rahman,4,0,32,1,8,1,2,T20I , Sri Lanka,Dubai (DSC),2022
Mustafizur Rahman,4,0,31,2,7.75,2,2,T20I , U.A.E.,Dubai (DSC),2022
Mustafizur Rahman,4,0,48,0,12,2,1,T20I , Pakistan,Christchurch,2022
Mustafizur Rahman,4,0,20,0,5,4,2,T20I , Netherlands,Hobart,2022
Mustafizur Rahman,4,0,25,0,6.25,4,1,T20I , South Africa,Sydney,2022
Mustafizur Rahman,4,0,15,2,3.75,4,2,T20I , Zimbabwe,Brisbane,2022
Mustafizur Rahman,4,0,31,0,7.75,4,1,T20I , India,Adelaide,2022
Mustafizur Rahman,4,0,21,1,5.25,4,2,T20I , Pakistan,Adelaide,2022
Mustafizur Rahman,7,1,19,0,2.71,1,1,ODI , India,Mirpur,2022
Mustafizur Rahman,10,1,43,1,4.3,3,2,ODI , India,Mirpur,2022
Mustafizur Rahman,10,0,66,1,6.6,1,1,ODI , India,Chattogram,2022
Mustafizur Rahman,8,0,42,0,5.25,5,2,ODI , England,Mirpur,2023
Mustafizur Rahman,10,0,63,0,6.3,4,1,ODI , England,Mirpur,2023
Mustafizur Rahman,6.1,0,25,1,4.05,1,2,ODI , England,Chattogram,2023
Mustafizur Rahman,4,0,34,1,8.5,3,1,T20I , England,Chattogram,2023
Mustafizur Rahman,4,0,19,1,4.75,2,1,T20I , England,Mirpur,2023
Mustafizur Rahman,4,0,14,1,3.5,5,2,T20I , England,Mirpur,2023
Mustafizur Rahman,6,0,31,0,5.16,1,2,ODI , Ireland,Sylhet,2023
Mustafizur Rahman,2,0,16,0,8,2,2,T20I , Ireland,Chattogram,2023
Mustafizur Rahman,3,0,21,0,7,6,2,T20I , Ireland,Chattogram,2023
John Hastings,10,1,44,2,4.4,3,2,ODI , India,Visakhapatnam,2010
John Hastings,3,0,18,0,6,4,2,T20I , Sri Lanka,Perth,2010
John Hastings,6,0,27,0,4.5,4,2,ODI , Sri Lanka,Melbourne,2010
John Hastings,10,0,51,1,5.1,3,1,ODI , England,Sydney,2011
John Hastings,7,0,45,0,6.42,4,1,ODI , England,Adelaide,2011
John Hastings,9,0,35,2,3.88,4,2,ODI , England,Brisbane,2011
John Hastings,7,0,48,0,6.85,4,1,ODI , England,Sydney,2011
John Hastings,9,0,39,1,4.33,4,2,ODI , England,Perth,2011
John Hastings,8,0,31,1,3.87,3,2,ODI , Bangladesh,Mirpur,2011
John Hastings,6,0,20,1,3.33,3,1,ODI , Bangladesh,Mirpur,2011
John Hastings,9,0,42,0,4.66,2,2,ODI , Bangladesh,Mirpur,2011
John Hastings,3,0,34,0,11.33,4,1,T20I , Sri Lanka,Pallekele,2011
John Hastings,4,0,14,3,3.5,6,1,T20I , Sri Lanka,Pallekele,2011
John Hastings,10,0,28,0,2.8,4,2,ODI , Sri Lanka,Colombo (RPS),2011
John Hastings,6.2,0,56,0,8.84,3,2,ODI , England,Leeds,2015
John Hastings,10,2,21,3,2.1,2,1,ODI , England,Manchester,2015
John Hastings,8,0,46,1,5.75,3,1,ODI , India,Brisbane,2016
John Hastings,10,0,58,4,5.8,2,1,ODI , India,Melbourne,2016
John Hastings,10,0,50,2,5,3,2,ODI , India,Canberra,2016
John Hastings,10,1,61,3,6.1,1,2,ODI , India,Sydney,2016
John Hastings,3,0,35,0,11.66,2,1,T20I , India,Melbourne,2016
John Hastings,10,0,39,1,3.9,3,1,ODI , New Zealand,Auckland,2016
John Hastings,10,1,42,0,4.2,2,1,ODI , New Zealand,Wellington,2016
John Hastings,7.3,0,42,2,5.6,2,1,ODI , New Zealand,Hamilton,2016
John Hastings,4,0,29,0,7.25,2,2,T20I , South Africa,Durban,2016
John Hastings,4,0,42,2,10.5,2,1,T20I , South Africa,Johannesburg,2016
John Hastings,3,0,28,0,9.33,2,1,T20I , South Africa,Cape Town,2016
John Hastings,3,0,24,0,8,3,1,T20I , Bangladesh,Bengaluru,2016
John Hastings,10,1,41,2,4.1,3,1,ODI , Sri Lanka,Dambulla,2016
John Hastings,10,0,45,6,4.5,2,1,ODI , Sri Lanka,Dambulla,2016
John Hastings,7,1,30,1,4.28,2,1,ODI , Sri Lanka,Pallekele,2016
John Hastings,4,0,23,2,5.75,2,1,T20I , Sri Lanka,Colombo (RPS),2016
John Hastings,7.5,0,31,2,3.95,2,1,ODI , Ireland,Benoni,2016
John Hastings,7,0,52,0,7.42,2,2,ODI , South Africa,Centurion,2016
John Hastings,10,0,57,3,5.7,3,1,ODI , South Africa,Johannesburg,2016
John Hastings,10,0,79,2,7.9,3,2,ODI , South Africa,Durban,2016
John Hastings,4,0,27,0,6.75,3,2,ODI , South Africa,Gqeberha,2016
John Hastings,9,0,69,2,7.66,4,1,ODI , New Zealand,Birmingham,2017
Aaron Finch,1,0,9,0,9,6,2,T20I , Sri Lanka,Sydney,2013
Aaron Finch,1,0,2,0,2,6,2,ODI , West Indies,Melbourne,2013
Aaron Finch,0.4,0,2,1,3,7,2,ODI , India,Pune,2013
Aaron Finch,4,0,20,1,5,7,2,ODI , India,Nagpur,2013
Aaron Finch,1,0,2,0,2,7,1,ODI , India,Bengaluru,2013
Aaron Finch,1,0,18,0,18,6,1,T20I , Pakistan,Mirpur,2014
Aaron Finch,2,0,19,0,9.5,6,2,ODI , Zimbabwe,Harare,2014
Aaron Finch,0.3,0,3,0,6,7,2,ODI , England,Perth,2015
Aaron Finch,3,0,11,0,3.66,6,1,ODI , South Africa,Providence,2016
Aaron Finch,2,0,13,0,6.5,6,2,ODI , South Africa,Basseterre,2016
Aaron Finch,3,0,16,0,5.33,6,1,ODI , West Indies,Bridgetown,2016
Aaron Finch,2,0,7,0,3.5,6,1,ODI , Sri Lanka,Colombo (RPS),2016
Aaron Finch,0.1,0,1,0,6,5,2,ODI , India,Bengaluru,2017
Aaron Finch,3,0,17,0,5.66,7,2,ODI , India,Nagpur,2017
Aaron Finch,3,0,17,0,5.66,5,2,ODI , England,Brisbane,2018
Aaron Finch,1,0,7,0,7,7,1,ODI , England,Nottingham,2018
Aaron Finch,3,0,22,0,7.33,6,1,ODI , India,Mohali,2019
Aaron Finch,10,0,41,1,4.1,6,1,ODI , Pakistan,Sharjah,2019
Aaron Finch,2,0,19,0,9.5,6,2,ODI , Pakistan,Dubai (DSC),2019
Aaron Finch,2,0,13,1,6.5,6,2,ODI , Pakistan,Taunton,2019
Aaron Finch,1,0,7,0,7,6,2,ODI , New Zealand,Lord's,2019
Aaron Finch,1,0,9,0,9,7,2,ODI , India,Bengaluru,2020
Aaron Finch,2,0,11,0,5.5,6,2,ODI , South Africa,Potchefstroom,2020
Irfan Pathan,10,0,61,0,6.1,2,1,ODI , Australia,Melbourne,2004
Irfan Pathan,8,0,30,1,3.75,2,1,ODI , Zimbabwe,Hobart,2004
Irfan Pathan,9.4,0,64,3,6.62,2,2,ODI , Australia,Brisbane,2004
Irfan Pathan,9,2,40,1,4.44,2,2,ODI , Zimbabwe,Brisbane,2004
Irfan Pathan,7,1,51,3,7.28,2,2,ODI , Australia,Sydney,2004
Irfan Pathan,10,0,47,0,4.7,2,2,ODI , Zimbabwe,Adelaide,2004
Irfan Pathan,8,0,69,2,8.62,2,2,ODI , Australia,Perth,2004
Irfan Pathan,10,1,24,4,2.4,1,1,ODI , Zimbabwe,Perth,2004
Irfan Pathan,8,0,36,0,4.5,3,2,ODI , Australia,Melbourne,2004
Irfan Pathan,10,0,75,2,7.5,1,1,ODI , Australia,Sydney,2004
Irfan Pathan,10,0,58,3,5.8,1,2,ODI , Pakistan,Peshawar,2004
Irfan Pathan,10,1,53,2,5.3,1,1,ODI , Pakistan,Lahore,2004
Irfan Pathan,10,2,32,3,3.2,1,2,ODI , Pakistan,Lahore,2004
Irfan Pathan,8,0,28,3,3.5,1,2,ODI , U.A.E.,Dambulla,2004
Irfan Pathan,10,0,49,1,4.9,1,1,ODI , Sri Lanka,Dambulla,2004
Irfan Pathan,8.1,0,32,3,3.91,1,1,ODI , Bangladesh,Colombo (SSC),2004
Irfan Pathan,10,0,52,3,5.2,1,1,ODI , Pakistan,Colombo (RPS),2004
Irfan Pathan,9,0,34,2,3.77,1,2,ODI , Sri Lanka,Colombo (RPS),2004
Irfan Pathan,7,0,33,2,4.71,1,1,ODI , Sri Lanka,Colombo (RPS),2004
Irfan Pathan,7,0,57,0,8.14,1,1,ODI , Pakistan,Amstelveen,2004
Irfan Pathan,6.4,0,34,0,5.1,1,1,ODI , Australia,Amstelveen,2004
Irfan Pathan,10,0,53,1,5.3,1,2,ODI , England,Nottingham,2004
Irfan Pathan,10,1,58,0,5.8,1,1,ODI , England,The Oval,2004
Irfan Pathan,9,0,32,2,3.55,1,2,ODI , England,Lord's,2004
Irfan Pathan,6,1,11,2,1.83,1,2,ODI , Kenya,Southampton,2004
Irfan Pathan,9,1,34,3,3.77,1,2,ODI , Pakistan,Birmingham,2004
Irfan Pathan,10,1,48,0,4.8,1,2,ODI , Pakistan,Eden Gardens,2004
Irfan Pathan,9,0,45,1,5,1,2,ODI , Bangladesh,Chattogram,2004
Irfan Pathan,8.2,0,67,0,8.04,1,1,ODI , Pakistan,Jamshedpur,2005
Irfan Pathan,10,2,43,2,4.3,1,2,ODI , Sri Lanka,Dambulla,2005
Irfan Pathan,9,3,29,1,3.22,1,1,ODI , West Indies,Dambulla,2005
Irfan Pathan,10,0,38,1,3.8,1,2,ODI , Sri Lanka,Dambulla,2005
Irfan Pathan,8,1,34,2,4.25,1,2,ODI , West Indies,Colombo (RPS),2005
Irfan Pathan,9,0,59,0,6.55,1,1,ODI , Sri Lanka,Colombo (RPS),2005
Irfan Pathan,8,1,34,3,4.25,1,1,ODI , New Zealand,Bulawayo,2005
Irfan Pathan,10,3,27,5,2.7,1,2,ODI , Zimbabwe,Harare,2005
Irfan Pathan,9,0,60,2,6.66,2,1,ODI , New Zealand,Harare,2005
Irfan Pathan,5,1,40,0,8,1,2,ODI , New Zealand,Harare,2005
Irfan Pathan,5,0,34,1,6.8,1,2,ODI , Sri Lanka,Nagpur,2005
Irfan Pathan,8,0,37,4,4.62,1,1,ODI , Sri Lanka,Mohali,2005
Irfan Pathan,10,0,67,0,6.7,1,1,ODI , Sri Lanka,Jaipur,2005
Irfan Pathan,9,0,49,1,5.44,1,1,ODI , Sri Lanka,Pune,2005
Irfan Pathan,7,0,31,1,4.42,1,1,ODI , Sri Lanka,Rajkot,2005
Irfan Pathan,10,1,38,3,3.8,1,1,ODI , Sri Lanka,Vadodara,2005
Irfan Pathan,6,0,51,0,8.5,1,2,ODI , South Africa,Hyderabad,2005
Irfan Pathan,6,1,23,3,3.83,1,1,ODI , South Africa,Bengaluru,2005
Irfan Pathan,6,0,28,0,4.66,2,2,ODI , South Africa,Eden Gardens,2005
Irfan Pathan,8,1,20,3,2.5,1,1,ODI , South Africa,Wankhede,2005
Irfan Pathan,10,0,52,0,5.2,1,2,ODI , Pakistan,Peshawar,2006
Irfan Pathan,10,1,43,3,4.3,1,1,ODI , Pakistan,Rawalpindi,2006
Irfan Pathan,10,2,49,3,4.9,1,1,ODI , Pakistan,Lahore,2006
Irfan Pathan,7.5,2,26,3,3.31,1,1,ODI , Pakistan,Multan,2006
Irfan Pathan,7.1,1,21,3,2.93,1,2,ODI , England,Delhi,2006
Irfan Pathan,8,2,29,1,3.62,1,1,ODI , England,Faridabad,2006
Irfan Pathan,10,0,51,4,5.1,1,2,ODI , England,Margao,2006
Irfan Pathan,4.4,0,27,1,5.78,1,1,ODI , England,Kochi,2006
Irfan Pathan,10,1,44,2,4.4,1,1,ODI , England,Indore,2006
Irfan Pathan,9,1,46,0,5.11,1,2,ODI , Pakistan,Abu Dhabi,2006
Irfan Pathan,10,0,35,3,3.5,1,2,ODI , Pakistan,Abu Dhabi,2006
Irfan Pathan,9,1,52,1,5.77,1,1,ODI , West Indies,Kingston,2006
Irfan Pathan,9,2,45,3,5,1,1,ODI , West Indies,Kingston,2006
Irfan Pathan,9,0,50,1,5.55,1,2,ODI , West Indies,Basseterre,2006
Irfan Pathan,5,0,32,1,6.4,1,2,ODI , West Indies,Port of Spain,2006
Irfan Pathan,2,0,22,0,11,1,2,ODI , West Indies,Kuala Lumpur,2006
Irfan Pathan,4,0,32,1,8,4,1,ODI , Australia,Kuala Lumpur,2006
Irfan Pathan,8,3,20,2,2.5,1,1,ODI , England,Jaipur,2006
Irfan Pathan,5,0,34,1,6.8,1,2,ODI , West Indies,Ahmedabad,2006
Irfan Pathan,7,0,42,1,6,1,2,ODI , Australia,Mohali,2006
Irfan Pathan,8,1,60,1,7.5,3,1,ODI , South Africa,Cape Town,2006
Irfan Pathan,7,0,28,0,4,4,1,ODI , South Africa,Gqeberha,2006
Irfan Pathan,4,0,30,0,7.5,4,1,T20I , South Africa,Johannesburg,2006
Irfan Pathan,6,0,48,0,8,3,2,ODI , South Africa,Centurion,2006
Irfan Pathan,7,0,43,1,6.14,3,2,ODI , West Indies,Vadodara,2007
Irfan Pathan,4,1,20,2,5,4,2,T20I , Pakistan,Durban,2007
Irfan Pathan,2,0,16,0,8,4,1,T20I , New Zealand,Johannesburg,2007
Irfan Pathan,4,0,37,3,9.25,4,2,T20I , England,Durban,2007
Irfan Pathan,4,0,16,0,4,4,2,T20I , South Africa,Durban,2007
Irfan Pathan,4,0,44,2,11,3,2,T20I , Australia,Durban,2007
Irfan Pathan,4,0,16,3,4,5,2,T20I , Pakistan,Johannesburg,2007
Irfan Pathan,8,0,38,0,4.75,4,1,ODI , Australia,Bengaluru,2007
Irfan Pathan,10,0,47,2,4.7,3,1,ODI , Australia,Kochi,2007
Irfan Pathan,10,0,57,2,5.7,3,1,ODI , Australia,Hyderabad,2007
Irfan Pathan,10,0,46,1,4.6,3,2,ODI , Australia,Chandigarh,2007
Irfan Pathan,2,0,11,0,5.5,5,2,ODI , Australia,Vadodara,2007
Irfan Pathan,9,0,60,1,6.66,3,1,ODI , Australia,Nagpur,2007
Irfan Pathan,5,0,23,1,4.6,3,1,ODI , Australia,Wankhede,2007
Irfan Pathan,4,0,34,2,8.5,3,1,T20I , Australia,Brabourne,2007
Irfan Pathan,8,2,45,1,5.62,3,1,ODI , Pakistan,Guwahati,2007
Irfan Pathan,9.5,0,53,1,5.38,3,2,ODI , Pakistan,Mohali,2007
Irfan Pathan,10,0,61,1,6.1,2,2,ODI , Pakistan,Kanpur,2007
Irfan Pathan,10,1,52,1,5.2,2,1,ODI , Pakistan,Gwalior,2007
Irfan Pathan,10,0,59,1,5.9,3,1,ODI , Pakistan,Jaipur,2007
Irfan Pathan,3,0,18,0,6,1,2,T20I , Australia,Melbourne,2008
Irfan Pathan,2,0,23,0,11.5,1,2,ODI , Australia,Brisbane,2008
Irfan Pathan,8,0,26,2,3.25,3,1,ODI , Australia,Melbourne,2008
Irfan Pathan,4,0,29,0,7.25,3,2,ODI , Sri Lanka,Canberra,2008
Irfan Pathan,10,1,41,4,4.1,4,1,ODI , Australia,Adelaide,2008
Irfan Pathan,10,0,44,1,4.4,3,1,ODI , Sri Lanka,Adelaide,2008
Irfan Pathan,9,0,73,0,8.11,3,1,ODI , Australia,Sydney,2008
Irfan Pathan,10,2,23,1,2.3,3,1,ODI , Sri Lanka,Hobart,2008
Irfan Pathan,7,0,63,1,9,3,1,ODI , Australia,Sydney,2008
Irfan Pathan,8.4,0,54,2,6.23,3,2,ODI , Australia,Brisbane,2008
Irfan Pathan,6,0,38,0,6.33,3,2,ODI , Pakistan,Mirpur,2008
Irfan Pathan,8.5,0,48,2,5.43,3,1,ODI , Bangladesh,Mirpur,2008
Irfan Pathan,10,0,59,2,5.9,3,1,ODI , Pakistan,Mirpur,2008
Irfan Pathan,10,0,68,0,6.8,2,2,ODI , Pakistan,Karachi,2008
Irfan Pathan,10,0,80,1,8,3,1,ODI , Sri Lanka,Karachi,2008
Irfan Pathan,9.5,0,67,2,6.81,3,1,ODI , Sri Lanka,Karachi,2008
Irfan Pathan,7,0,35,0,5,3,2,ODI , Sri Lanka,Dambulla,2008
Irfan Pathan,5,0,21,1,4.2,4,1,ODI , Sri Lanka,Dambulla,2008
Irfan Pathan,10,0,52,2,5.2,4,1,ODI , Sri Lanka,Colombo (RPS),2008
Irfan Pathan,10,1,57,0,5.7,1,1,ODI , England,Cuttack,2008
Irfan Pathan,7,0,58,3,8.28,2,2,ODI , Sri Lanka,Colombo (RPS),2009
Irfan Pathan,9,0,55,1,6.11,1,1,ODI , Sri Lanka,Colombo (RPS),2009
Irfan Pathan,4,0,34,1,8.5,3,1,T20I , Sri Lanka,Colombo (RPS),2009
Irfan Pathan,3,0,38,0,12.66,3,2,T20I , New Zealand,Christchurch,2009
Irfan Pathan,4,0,41,2,10.25,1,2,T20I , New Zealand,Wellington,2009
Irfan Pathan,2,0,20,0,10,2,2,T20I , Bangladesh,Nottingham,2009
Irfan Pathan,3,0,22,0,7.33,1,1,T20I , Ireland,Nottingham,2009
Irfan Pathan,2,0,9,1,4.5,2,2,T20I , West Indies,Lord's,2009
Irfan Pathan,9,1,42,2,4.66,1,2,ODI , West Indies,Chennai,2011
Irfan Pathan,9,0,38,1,4.22,2,1,ODI , Sri Lanka,Adelaide,2012
Irfan Pathan,10,0,61,3,6.1,3,1,ODI , Australia,Brisbane,2012
Irfan Pathan,10,0,54,2,5.4,2,1,ODI , Sri Lanka,Brisbane,2012
Irfan Pathan,5,1,28,0,5.6,2,1,ODI , Australia,Sydney,2012
Irfan Pathan,8.1,1,32,4,3.91,1,2,ODI , Sri Lanka,Mirpur,2012
Irfan Pathan,9,0,61,0,6.77,2,2,ODI , Bangladesh,Mirpur,2012
Irfan Pathan,10,0,69,1,6.9,2,1,ODI , Pakistan,Mirpur,2012
Irfan Pathan,4,0,44,1,11,2,1,T20I , South Africa,Johannesburg,2012
Irfan Pathan,10,1,37,2,3.7,2,2,ODI , Sri Lanka,Hambantota,2012
Irfan Pathan,4,0,27,0,6.75,2,2,ODI , Sri Lanka,Hambantota,2012
Irfan Pathan,10,0,59,1,5.9,2,1,ODI , Sri Lanka,Colombo (RPS),2012
Irfan Pathan,6,0,27,0,4.5,2,1,ODI , Sri Lanka,Colombo (RPS),2012
Irfan Pathan,10,0,61,5,6.1,2,2,ODI , Sri Lanka,Pallekele,2012
Irfan Pathan,4,0,27,3,6.75,1,2,T20I , Sri Lanka,Pallekele,2012
Irfan Pathan,4,0,31,3,7.75,2,1,T20I , New Zealand,Chennai,2012
Irfan Pathan,4,0,29,1,7.25,2,2,T20I , Afghanistan,Colombo (RPS),2012
Irfan Pathan,3,0,17,2,5.66,1,2,T20I , England,Colombo (RPS),2012
Irfan Pathan,1,0,19,0,19,5,2,T20I , Australia,Colombo (RPS),2012
Irfan Pathan,3,0,30,1,10,2,1,T20I , Pakistan,Colombo (RPS),2012
Irfan Pathan,3,0,26,1,8.66,2,2,T20I , South Africa,Colombo (RPS),2012
Thisara Perera,9,0,66,0,7.33,1,2,ODI , India,Eden Gardens,2009
Thisara Perera,6,0,27,2,4.5,7,1,ODI , India,Mirpur,2010
Thisara Perera,10,0,32,2,3.2,4,1,ODI , Bangladesh,Mirpur,2010
Thisara Perera,5,1,32,1,6.4,5,2,ODI , India,Mirpur,2010
Thisara Perera,8.2,0,49,1,5.88,5,1,ODI , India,Mirpur,2010
Thisara Perera,2,0,13,0,6.5,4,2,T20I , West Indies,Bridgetown,2010
Thisara Perera,3,0,15,1,5,2,1,T20I , India,Gros Islet,2010
Thisara Perera,2,0,19,2,9.5,7,2,T20I , England,Gros Islet,2010
Thisara Perera,4,0,25,0,6.25,5,1,T20I , New Zealand,Lauderhill,2010
Thisara Perera,2,0,8,0,4,6,1,T20I , New Zealand,Lauderhill,2010
Thisara Perera,7,0,35,0,5,5,2,ODI , India,Bulawayo,2010
Thisara Perera,1,0,16,0,16,4,1,ODI , Zimbabwe,Bulawayo,2010
Thisara Perera,4,0,33,1,8.25,3,1,ODI , India,Harare,2010
Thisara Perera,2,0,24,0,12,3,2,ODI , Zimbabwe,Harare,2010
Thisara Perera,7.4,1,28,5,3.65,4,1,ODI , India,Dambulla,2010
Thisara Perera,9,2,36,3,4,4,2,ODI , India,Dambulla,2010
Thisara Perera,4,0,22,2,5.5,4,1,T20I , Australia,Perth,2010
Thisara Perera,8,0,46,5,5.75,3,1,ODI , Australia,Melbourne,2010
Thisara Perera,8,0,39,2,4.87,3,2,ODI , Australia,Sydney,2010
Thisara Perera,4.4,1,19,0,4.07,3,2,ODI , Australia,Brisbane,2010
Thisara Perera,9,2,36,3,4,2,2,ODI , West Indies,Colombo (SSC),2011
Thisara Perera,7,0,24,3,3.42,2,2,ODI , Canada,Hambantota,2011
Thisara Perera,9,0,62,2,6.88,2,1,ODI , Pakistan,Colombo (RPS),2011
Thisara Perera,6,0,33,1,5.5,3,2,ODI , Zimbabwe,Pallekele,2011
Thisara Perera,9,0,55,1,6.11,3,2,ODI , India,Wankhede,2011
Thisara Perera,2,0,35,0,17.5,4,1,T20I , England,Bristol,2011
Thisara Perera,6,0,20,1,3.33,3,2,ODI , Scotland,Edinburgh,2011
Thisara Perera,2,0,21,1,10.5,2,2,T20I , Australia,Pallekele,2011
Thisara Perera,9,1,30,2,3.33,2,2,ODI , Pakistan,Dubai (DSC),2011
Thisara Perera,10,1,45,1,4.5,2,1,ODI , Pakistan,Dubai (DSC),2011
Thisara Perera,10,1,36,1,3.6,2,1,ODI , Pakistan,Sharjah,2011
Thisara Perera,7,1,32,0,4.57,2,2,ODI , Pakistan,Abu Dhabi,2011
Thisara Perera,4,0,26,1,6.5,2,2,T20I , Pakistan,Abu Dhabi,2011
Thisara Perera,4,0,34,2,8.5,4,1,ODI , South Africa,Kimberley,2012
Thisara Perera,7,0,64,0,9.14,4,1,ODI , South Africa,Johannesburg,2012
Thisara Perera,5,0,37,1,7.4,5,2,ODI , India,Perth,2012
Thisara Perera,9,0,45,2,5,4,2,ODI , India,Adelaide,2012
Thisara Perera,7,1,29,2,4.14,5,1,ODI , Australia,Sydney,2012
Thisara Perera,7.1,0,37,4,5.16,5,2,ODI , India,Brisbane,2012
Thisara Perera,4,0,35,0,8.75,6,1,ODI , Australia,Hobart,2012
Thisara Perera,7,0,59,0,8.42,4,2,ODI , India,Hobart,2012
Thisara Perera,0.5,0,8,0,9.6,5,2,ODI , Australia,Melbourne,2012
Thisara Perera,2.4,0,23,1,8.62,4,2,T20I , Pakistan,Hambantota,2012
Thisara Perera,4,0,31,1,7.75,3,1,T20I , Pakistan,Hambantota,2012
Thisara Perera,6.1,0,31,0,5.02,4,2,ODI , Pakistan,Pallekele,2012
Thisara Perera,10,0,44,6,4.4,4,2,ODI , Pakistan,Pallekele,2012
Thisara Perera,10,1,42,4,4.2,5,2,ODI , Pakistan,Colombo (RPS),2012
Thisara Perera,8,0,54,1,6.75,5,1,ODI , Pakistan,Colombo (RPS),2012
Thisara Perera,10,0,70,3,7,4,1,ODI , India,Hambantota,2012
Thisara Perera,8,3,19,3,2.37,3,1,ODI , India,Hambantota,2012
Thisara Perera,9,0,57,1,6.33,2,2,ODI , India,Colombo (RPS),2012
Thisara Perera,6,0,51,0,8.5,2,2,ODI , India,Colombo (RPS),2012
Thisara Perera,10,0,53,1,5.3,2,1,ODI , India,Pallekele,2012
Thisara Perera,4,0,34,0,8.5,4,1,T20I , India,Pallekele,2012
Thisara Perera,2,0,16,0,8,5,2,T20I , Zimbabwe,Hambantota,2012
Thisara Perera,1,0,12,1,12,5,1,T20I , South Africa,Hambantota,2012
Thisara Perera,1,0,8,0,8,5,2,T20I , Pakistan,Colombo (RPS),2012
Thisara Perera,3,0,22,2,7.33,4,1,T20I , New Zealand,Pallekele,2012
Thisara Perera,7,0,52,1,7.42,4,1,ODI , New Zealand,Pallekele,2012
Thisara Perera,4,0,22,0,5.5,4,1,ODI , New Zealand,Pallekele,2012
Thisara Perera,5,0,16,1,3.2,4,1,ODI , New Zealand,Hambantota,2012
Thisara Perera,4,0,28,0,7,6,1,ODI , Australia,Melbourne,2013
Thisara Perera,9,0,40,2,4.44,3,1,ODI , Australia,Adelaide,2013
Thisara Perera,3,0,14,0,4.66,4,1,ODI , Australia,Brisbane,2013
Thisara Perera,10,0,64,2,6.4,4,1,ODI , Australia,Sydney,2013
Thisara Perera,6,0,39,1,6.5,6,1,ODI , Australia,Hobart,2013
