Name,Runs,4s,6s,SR,Pos,Dismissal,Inns,Format,Opposition,Ground,Year
Ishan Kishan,56,5,4,175,2,lbw,2,T20I , England,Ahmedabad,2021
Ishan Kishan,4,0,0,44.44,3,caught,1,T20I , England,Ahmedabad,2021
Ishan Kishan,59,8,2,140.47,3,caught,2,ODI , Sri Lanka,Colombo (RPS),2021
Ishan Kishan,1,0,0,25,3,bowled,2,ODI , Sri Lanka,Colombo (RPS),2021
Ishan Kishan,20,1,1,142.85,6,not out,1,T20I , Sri Lanka,Colombo (RPS),2021
Ishan Kishan,4,1,0,50,2,caught,1,T20I , New Zealand,Dubai (DSC),2021
Ishan Kishan,29,6,0,138.09,2,caught,1,T20I , New Zealand,Eden Gardens,2021
Ishan Kishan,28,2,1,77.77,2,caught,2,ODI , West Indies,Ahmedabad,2022
Ishan Kishan,35,4,0,83.33,2,caught,2,T20I , West Indies,Eden Gardens,2022
Ishan Kishan,2,0,0,20,2,caught,1,T20I , West Indies,Eden Gardens,2022
Ishan Kishan,34,5,0,109.67,2,bowled,1,T20I , West Indies,Eden Gardens,2022
Ishan Kishan,89,10,3,158.92,2,caught,1,T20I , Sri Lanka,Lucknow,2022
Ishan Kishan,16,2,0,106.66,2,caught,2,T20I , Sri Lanka,Dharamsala,2022
Ishan Kishan,76,11,3,158.33,1,caught,1,T20I , South Africa,Delhi,2022
Ishan Kishan,34,2,3,161.9,2,caught,1,T20I , South Africa,Cuttack,2022
Ishan Kishan,54,5,2,154.28,2,caught,1,T20I , South Africa,Visakhapatnam,2022
Ishan Kishan,27,3,1,103.84,2,caught,1,T20I , South Africa,Rajkot,2022
Ishan Kishan,15,0,2,214.28,1,bowled,1,T20I , South Africa,Bengaluru,2022
Ishan Kishan,26,3,2,236.36,2,bowled,2,T20I , Ireland,Dublin (Malahide),2022
Ishan Kishan,3,0,0,60,2,caught,1,T20I , Ireland,Dublin (Malahide),2022
Ishan Kishan,8,0,0,80,2,caught,1,T20I , England,Southampton,2022
Ishan Kishan,11,1,0,84.61,1,caught,1,T20I , West Indies,Lauderhill,2022
Ishan Kishan,6,0,0,46.15,4,bowled,2,ODI , Zimbabwe,Harare,2022
Ishan Kishan,50,6,0,81.96,4,run out,1,ODI , Zimbabwe,Harare,2022
Ishan Kishan,20,3,0,54.05,4,caught,2,ODI , South Africa,Lucknow,2022
Ishan Kishan,93,4,7,110.71,3,caught,2,ODI , South Africa,Ranchi,2022
Ishan Kishan,10,2,0,55.55,3,caught,2,ODI , South Africa,Delhi,2022
Ishan Kishan,36,5,1,116.12,1,caught,1,T20I , New Zealand,Mount Maunganui,2022
Ishan Kishan,10,1,1,90.9,1,caught,2,T20I , New Zealand,Napier,2022
Ishan Kishan,210,24,10,160.3,2,caught,1,ODI , Bangladesh,Chattogram,2022
Ishan Kishan,37,3,2,127.58,1,caught,1,T20I , Sri Lanka,Wankhede,2023
Ishan Kishan,2,0,0,40,1,bowled,2,T20I , Sri Lanka,Pune,2023
Ishan Kishan,1,0,0,50,1,caught,1,T20I , Sri Lanka,Rajkot,2023
Ishan Kishan,5,0,0,35.71,4,caught,1,ODI , New Zealand,Hyderabad,2023
Ishan Kishan,8,2,0,88.88,4,not out,2,ODI , New Zealand,Raipur,2023
Ishan Kishan,17,1,1,70.83,4,run out,1,ODI , New Zealand,Indore,2023
Ishan Kishan,4,1,0,80,2,bowled,2,T20I , New Zealand,Ranchi,2023
Ishan Kishan,19,2,0,59.37,2,run out,2,T20I , New Zealand,Lucknow,2023
Ishan Kishan,1,0,0,33.33,1,lbw,1,T20I , New Zealand,Ahmedabad,2023
Ishan Kishan,3,0,0,37.5,1,lbw,2,ODI , Australia,Wankhede,2023
Deepak Chahar,12,1,0,85.71,8,bowled,2,ODI , Afghanistan,Dubai (DSC),2018
Deepak Chahar,0,0,0,-,10,not out,1,T20I , South Africa,Bengaluru,2019
Deepak Chahar,1,0,0,100,9,not out,1,T20I , West Indies,Thiruvananthapuram,2019
Deepak Chahar,6,0,0,75,9,not out,1,ODI , West Indies,Chennai,2019
Deepak Chahar,0,0,0,-,9,not out,1,T20I , Australia,Canberra,2020
Deepak Chahar,0,0,0,-,9,not out,2,T20I , Australia,Sydney,2020
Deepak Chahar,69,7,1,84.14,8,not out,2,ODI , Sri Lanka,Colombo (RPS),2021
Deepak Chahar,21,2,1,262.5,9,not out,1,T20I , New Zealand,Eden Gardens,2021
Deepak Chahar,54,5,2,158.82,7,caught,2,ODI , South Africa,Cape Town,2022
Deepak Chahar,38,4,2,100,8,caught,1,ODI , West Indies,Ahmedabad,2022
Deepak Chahar,1,0,0,100,9,not out,1,ODI , Zimbabwe,Harare,2022
Deepak Chahar,31,2,3,182.35,9,caught,2,T20I , South Africa,Indore,2022
Deepak Chahar,12,0,2,133.33,8,caught,1,ODI , New Zealand,Christchurch,2022
Deepak Chahar,0,0,0,0,9,lbw,1,ODI , Bangladesh,Mirpur,2022
Deepak Chahar,11,0,1,61.11,8,caught,2,ODI , Bangladesh,Mirpur,2022
Shreyas Iyer,23,4,0,109.52,3,caught,2,T20I , New Zealand,Rajkot,2017
Shreyas Iyer,6,0,0,100,4,caught,1,T20I , New Zealand,Thiruvananthapuram,2017
Shreyas Iyer,9,1,0,33.33,3,bowled,1,ODI , Sri Lanka,Dharamsala,2017
Shreyas Iyer,88,9,2,125.71,3,caught,1,ODI , Sri Lanka,Mohali,2017
Shreyas Iyer,65,8,1,103.17,3,caught,2,ODI , Sri Lanka,Visakhapatnam,2017
Shreyas Iyer,24,3,0,120,3,caught,1,T20I , Sri Lanka,Cuttack,2017
Shreyas Iyer,0,0,0,0,5,lbw,1,T20I , Sri Lanka,Indore,2017
Shreyas Iyer,30,1,1,93.75,3,run out,2,T20I , Sri Lanka,Wankhede,2017
Shreyas Iyer,18,2,0,85.71,5,caught,1,ODI , South Africa,Johannesburg,2018
Shreyas Iyer,30,2,0,81.08,5,caught,1,ODI , South Africa,Gqeberha,2018
Shreyas Iyer,71,5,1,104.41,5,bowled,1,ODI , West Indies,Port of Spain,2019
Shreyas Iyer,65,3,5,158.53,5,caught,2,ODI , West Indies,Port of Spain,2019
Shreyas Iyer,16,2,0,114.28,5,not out,2,T20I , South Africa,Mohali,2019
Shreyas Iyer,5,0,0,62.5,5,stumped,1,T20I , South Africa,Bengaluru,2019
Shreyas Iyer,22,1,2,169.23,4,caught,1,T20I , Bangladesh,Delhi,2019
Shreyas Iyer,24,3,1,184.61,4,not out,2,T20I , Bangladesh,Rajkot,2019
Shreyas Iyer,62,3,5,187.87,4,caught,1,T20I , Bangladesh,Nagpur,2019
Shreyas Iyer,4,0,0,66.66,5,caught,2,T20I , West Indies,Hyderabad,2019
Shreyas Iyer,10,1,0,90.9,6,caught,1,T20I , West Indies,Thiruvananthapuram,2019
Shreyas Iyer,0,0,0,-,5,not out,1,T20I , West Indies,Wankhede,2019
Shreyas Iyer,70,5,1,79.54,4,caught,1,ODI , West Indies,Chennai,2019
Shreyas Iyer,53,3,4,165.62,4,caught,1,ODI , West Indies,Visakhapatnam,2019
Shreyas Iyer,7,1,0,100,4,caught,2,ODI , West Indies,Cuttack,2019
Shreyas Iyer,34,3,1,130.76,3,caught,2,T20I , Sri Lanka,Indore,2020
Shreyas Iyer,4,1,0,200,5,caught,1,T20I , Sri Lanka,Pune,2020
Shreyas Iyer,4,0,0,44.44,5,caught,1,ODI , Australia,Wankhede,2020
Shreyas Iyer,7,1,0,41.17,4,bowled,1,ODI , Australia,Rajkot,2020
Shreyas Iyer,44,6,1,125.71,4,not out,2,ODI , Australia,Bengaluru,2020
Shreyas Iyer,58,5,3,200,4,not out,2,T20I , New Zealand,Auckland,2020
Shreyas Iyer,44,1,3,133.33,4,caught,2,T20I , New Zealand,Auckland,2020
Shreyas Iyer,17,0,1,106.25,5,stumped,1,T20I , New Zealand,Hamilton,2020
Shreyas Iyer,1,0,0,14.28,4,caught,1,T20I , New Zealand,Wellington,2020
Shreyas Iyer,33,1,2,106.45,4,not out,1,T20I , New Zealand,Mount Maunganui,2020
Shreyas Iyer,103,11,1,96.26,4,caught,1,ODI , New Zealand,Hamilton,2020
Shreyas Iyer,52,7,1,91.22,4,caught,2,ODI , New Zealand,Auckland,2020
Shreyas Iyer,62,9,0,98.41,4,caught,1,ODI , New Zealand,Mount Maunganui,2020
Shreyas Iyer,2,0,0,100,4,caught,2,ODI , Australia,Sydney,2020
Shreyas Iyer,38,5,0,105.55,4,caught,2,ODI , Australia,Sydney,2020
Shreyas Iyer,19,2,0,90.47,4,caught,1,ODI , Australia,Canberra,2020
Shreyas Iyer,12,1,1,240,6,not out,2,T20I , Australia,Sydney,2020
Shreyas Iyer,0,0,0,0,5,lbw,2,T20I , Australia,Sydney,2020
Shreyas Iyer,67,8,1,139.58,5,caught,1,T20I , England,Ahmedabad,2021
Shreyas Iyer,8,0,0,100,5,not out,2,T20I , England,Ahmedabad,2021
Shreyas Iyer,9,1,0,100,6,caught,1,T20I , England,Ahmedabad,2021
Shreyas Iyer,37,5,1,205.55,6,caught,1,T20I , England,Ahmedabad,2021
Shreyas Iyer,6,1,0,66.66,4,caught,1,ODI , England,Pune,2021
Shreyas Iyer,5,0,0,62.5,5,caught,2,T20I , New Zealand,Jaipur,2021
Shreyas Iyer,25,2,0,125,5,caught,1,T20I , New Zealand,Eden Gardens,2021
Shreyas Iyer,17,1,0,100,5,caught,2,ODI , South Africa,Paarl,2022
Shreyas Iyer,11,0,0,78.57,5,lbw,1,ODI , South Africa,Paarl,2022
Shreyas Iyer,26,2,0,76.47,5,caught,2,ODI , South Africa,Cape Town,2022
Shreyas Iyer,80,9,0,72.07,4,caught,1,ODI , West Indies,Ahmedabad,2022
Shreyas Iyer,25,4,0,156.25,3,caught,1,T20I , West Indies,Eden Gardens,2022
Shreyas Iyer,57,5,2,203.57,3,not out,1,T20I , Sri Lanka,Lucknow,2022
Shreyas Iyer,74,6,4,168.18,3,not out,2,T20I , Sri Lanka,Dharamsala,2022
Shreyas Iyer,73,9,1,162.22,3,not out,2,T20I , Sri Lanka,Dharamsala,2022
Shreyas Iyer,36,1,3,133.33,3,bowled,1,T20I , South Africa,Delhi,2022
Shreyas Iyer,40,2,2,114.28,3,caught,1,T20I , South Africa,Cuttack,2022
Shreyas Iyer,14,0,2,127.27,3,caught,1,T20I , South Africa,Visakhapatnam,2022
Shreyas Iyer,4,1,0,200,3,lbw,1,T20I , South Africa,Rajkot,2022
Shreyas Iyer,0,0,0,0,3,not out,1,T20I , South Africa,Bengaluru,2022
Shreyas Iyer,28,0,2,121.73,5,caught,2,T20I , England,Nottingham,2022
Shreyas Iyer,54,5,2,94.73,3,caught,1,ODI , West Indies,Port of Spain,2022
Shreyas Iyer,63,4,1,88.73,3,lbw,2,ODI , West Indies,Port of Spain,2022
Shreyas Iyer,44,4,1,129.41,3,caught,1,ODI , West Indies,Port of Spain,2022
Shreyas Iyer,0,0,0,0,3,caught,1,T20I , West Indies,Tarouba,2022
Shreyas Iyer,10,0,1,90.9,3,caught,1,T20I , West Indies,Basseterre,2022
Shreyas Iyer,24,2,0,88.88,3,stumped,2,T20I , West Indies,Basseterre,2022
Shreyas Iyer,64,8,2,160,2,caught,1,T20I , West Indies,Lauderhill,2022
Shreyas Iyer,1,0,0,25,3,lbw,2,T20I , South Africa,Indore,2022
Shreyas Iyer,50,8,0,135.13,5,caught,2,ODI , South Africa,Lucknow,2022
Shreyas Iyer,113,15,0,101.8,4,not out,2,ODI , South Africa,Ranchi,2022
Shreyas Iyer,28,3,2,121.73,4,not out,2,ODI , South Africa,Delhi,2022
Shreyas Iyer,13,1,1,144.44,4,hit wicket,1,T20I , New Zealand,Mount Maunganui,2022
Shreyas Iyer,0,0,0,0,4,caught,2,T20I , New Zealand,Napier,2022
Shreyas Iyer,80,4,4,105.26,3,caught,1,ODI , New Zealand,Auckland,2022
Shreyas Iyer,49,8,0,83.05,3,caught,1,ODI , New Zealand,Christchurch,2022
Shreyas Iyer,24,2,0,61.53,4,caught,1,ODI , Bangladesh,Mirpur,2022
Shreyas Iyer,82,6,3,80.39,3,caught,2,ODI , Bangladesh,Mirpur,2022
Shreyas Iyer,3,0,0,50,4,caught,1,ODI , Bangladesh,Chattogram,2022
Shreyas Iyer,28,3,1,116.66,4,caught,1,ODI , Sri Lanka,Guwahati,2023
Shreyas Iyer,28,5,0,84.84,4,lbw,2,ODI , Sri Lanka,Eden Gardens,2023
Shreyas Iyer,38,2,1,118.75,4,caught,1,ODI , Sri Lanka,Thiruvananthapuram,2023
Liam Livingstone,16,1,0,88.88,4,run out,2,T20I , South Africa,Taunton,2017
Liam Livingstone,0,0,0,0,6,bowled,1,T20I , South Africa,Cardiff,2017
Liam Livingstone,27,1,2,128.57,6,not out,2,ODI , India,Pune,2021
Liam Livingstone,36,4,1,116.12,6,caught,2,ODI , India,Pune,2021
Liam Livingstone,29,0,1,111.53,6,not out,2,T20I , Sri Lanka,Cardiff,2021
Liam Livingstone,14,2,0,140,3,caught,1,T20I , Sri Lanka,Southampton,2021
Liam Livingstone,9,0,1,75,2,caught,2,ODI , Sri Lanka,Chester-le-Street,2021
Liam Livingstone,103,6,9,239.53,5,caught,2,T20I , Pakistan,Nottingham,2021
Liam Livingstone,38,2,3,165.21,5,run out,1,T20I , Pakistan,Leeds,2021
Liam Livingstone,6,0,1,300,7,caught,2,T20I , Pakistan,Manchester,2021
Liam Livingstone,1,0,0,50,5,caught,2,T20I , West Indies,Dubai (DSC),2021
Liam Livingstone,28,1,3,164.7,6,caught,2,T20I , South Africa,Sharjah,2021
Liam Livingstone,17,1,1,170,5,caught,1,T20I , New Zealand,Abu Dhabi,2021
Liam Livingstone,11,0,1,122.22,5,caught,2,T20I , West Indies,Bridgetown,2022
Liam Livingstone,16,0,1,106.66,5,caught,1,T20I , West Indies,Bridgetown,2022
Liam Livingstone,6,1,0,150,5,caught,2,T20I , West Indies,Bridgetown,2022
Liam Livingstone,66,6,6,300,6,not out,1,ODI , Netherlands,Amstelveen,2022
Liam Livingstone,4,0,0,66.66,5,bowled,2,ODI , Netherlands,Amstelveen,2022
Liam Livingstone,0,0,0,0,4,caught,2,T20I , India,Southampton,2022
Liam Livingstone,15,3,0,166.66,4,bowled,2,T20I , India,Birmingham,2022
Liam Livingstone,42,0,4,144.82,5,not out,1,T20I , India,Nottingham,2022
Liam Livingstone,0,0,0,0,6,bowled,1,ODI , India,The Oval,2022
Liam Livingstone,33,2,2,100,6,caught,1,ODI , India,Lord's,2022
Liam Livingstone,27,2,2,87.09,7,caught,1,ODI , India,Manchester,2022
Liam Livingstone,10,1,0,71.42,6,bowled,2,ODI , South Africa,Chester-le-Street,2022
Liam Livingstone,38,1,3,146.15,7,caught,1,ODI , South Africa,Manchester,2022
Liam Livingstone,5,1,0,125,6,caught,1,T20I , South Africa,Bristol,2022
Liam Livingstone,18,3,0,180,7,caught,2,T20I , South Africa,Cardiff,2022
Liam Livingstone,3,0,0,42.85,6,caught,2,T20I , South Africa,Southampton,2022
Liam Livingstone,29,3,0,138.09,5,not out,2,T20I , Afghanistan,Perth,2022
Liam Livingstone,1,0,0,50,7,not out,2,T20I , Ireland,Melbourne,2022
Liam Livingstone,20,1,1,142.85,4,bowled,1,T20I , New Zealand,Brisbane,2022
Liam Livingstone,4,0,0,66.66,5,caught,2,T20I , Sri Lanka,Sydney,2022
Liam Livingstone,1,0,0,100,7,not out,2,T20I , Pakistan,Melbourne,2022
Shardul Thakur,22,0,2,169.23,9,not out,1,ODI , England,Leeds,2018
Shardul Thakur,0,0,0,0,8,caught,1,ODI , Hong Kong,Dubai (DSC),2018
Shardul Thakur,17,2,1,283.33,8,not out,2,ODI , West Indies,Cuttack,2019
Shardul Thakur,22,1,2,275,8,not out,1,T20I , Sri Lanka,Pune,2020
Shardul Thakur,13,2,0,130,8,bowled,1,ODI , Australia,Wankhede,2020
Shardul Thakur,20,2,0,133.33,8,caught,1,T20I , New Zealand,Wellington,2020
Shardul Thakur,18,3,0,120,8,bowled,2,ODI , New Zealand,Auckland,2020
Shardul Thakur,7,1,0,116.66,8,caught,1,ODI , New Zealand,Mount Maunganui,2020
Shardul Thakur,17,0,2,242.85,8,not out,2,T20I , Australia,Sydney,2020
Shardul Thakur,0,0,0,0,7,caught,1,T20I , England,Ahmedabad,2021
Shardul Thakur,10,2,0,250,8,not out,1,T20I , England,Ahmedabad,2021
Shardul Thakur,0,0,0,-,8,not out,1,ODI , England,Pune,2021
Shardul Thakur,30,1,3,142.85,8,caught,1,ODI , England,Pune,2021
Shardul Thakur,0,0,0,0,8,caught,1,T20I , New Zealand,Dubai (DSC),2021
Shardul Thakur,50,5,1,116.27,8,not out,2,ODI , South Africa,Paarl,2022
Shardul Thakur,40,3,1,105.26,7,not out,1,ODI , South Africa,Paarl,2022
Shardul Thakur,8,1,0,53.33,8,caught,1,ODI , West Indies,Ahmedabad,2022
Shardul Thakur,7,1,0,140,8,not out,1,ODI , West Indies,Port of Spain,2022
Shardul Thakur,3,0,0,50,8,caught,2,ODI , West Indies,Port of Spain,2022
Shardul Thakur,9,2,0,150,8,caught,1,ODI , Zimbabwe,Harare,2022
Shardul Thakur,33,5,0,106.45,7,caught,2,ODI , South Africa,Lucknow,2022
Shardul Thakur,1,0,0,50,8,caught,1,ODI , New Zealand,Auckland,2022
Shardul Thakur,2,0,0,66.66,8,bowled,1,ODI , Bangladesh,Mirpur,2022
Shardul Thakur,7,0,0,30.43,7,stumped,2,ODI , Bangladesh,Mirpur,2022
Shardul Thakur,3,0,0,60,8,caught,1,ODI , Bangladesh,Chattogram,2022
Shardul Thakur,3,0,0,100,8,run out,1,ODI , New Zealand,Hyderabad,2023
Shardul Thakur,25,3,1,147.05,8,caught,1,ODI , New Zealand,Indore,2023
Wanindu Hasaranga,19,2,0,111.76,7,not out,1,ODI , Zimbabwe,Hambantota,2017
Wanindu Hasaranga,0,0,0,0,7,caught,1,ODI , Zimbabwe,Hambantota,2017
Wanindu Hasaranga,2,0,0,40,7,caught,1,ODI , India,Dambulla,2017
Wanindu Hasaranga,22,2,1,100,7,run out,2,ODI , India,Colombo (RPS),2017
Wanindu Hasaranga,9,1,0,100,7,run out,1,ODI , India,Colombo (RPS),2017
Wanindu Hasaranga,11,0,1,91.66,8,caught,2,ODI , Zimbabwe,Mirpur,2018
Wanindu Hasaranga,0,0,0,0,8,caught,2,ODI , Bangladesh,Mirpur,2018
Wanindu Hasaranga,12,2,0,240,8,not out,1,ODI , Bangladesh,Colombo (RPS),2019
Wanindu Hasaranga,11,1,0,157.14,7,bowled,1,T20I , New Zealand,Pallekele,2019
Wanindu Hasaranga,14,0,0,140,7,not out,1,T20I , New Zealand,Pallekele,2019
Wanindu Hasaranga,30,1,2,130.43,8,caught,2,ODI , Pakistan,Karachi,2019
Wanindu Hasaranga,10,0,0,83.33,8,bowled,1,ODI , Pakistan,Karachi,2019
Wanindu Hasaranga,7,1,0,116.66,7,not out,1,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,2,0,0,100,8,not out,1,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,6,1,0,150,8,run out,1,T20I , Pakistan,Lahore,2019
Wanindu Hasaranga,5,0,0,50,7,run out,2,T20I , Australia,Adelaide,2019
Wanindu Hasaranga,10,0,0,90.9,7,stumped,1,T20I , Australia,Brisbane,2019
Wanindu Hasaranga,16,3,0,160,8,not out,1,T20I , India,Indore,2020
Wanindu Hasaranga,0,0,0,0,8,run out,2,T20I , India,Pune,2020
Wanindu Hasaranga,42,4,1,107.69,8,not out,2,ODI , West Indies,Colombo (SSC),2020
Wanindu Hasaranga,17,3,0,170,8,run out,1,ODI , West Indies,Hambantota,2020
Wanindu Hasaranga,16,1,1,177.77,8,bowled,1,ODI , West Indies,Pallekele,2020
Wanindu Hasaranga,44,4,0,129.41,7,lbw,2,T20I , West Indies,Pallekele,2020
Wanindu Hasaranga,8,1,0,100,7,caught,1,T20I , West Indies,Pallekele,2020
Wanindu Hasaranga,12,0,0,85.71,7,caught,1,T20I , West Indies,Coolidge,2021
Wanindu Hasaranga,19,3,0,172.72,7,not out,1,T20I , West Indies,Coolidge,2021
Wanindu Hasaranga,3,0,0,60,8,caught,1,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,47,2,4,151.61,8,caught,1,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,80,7,3,133.33,8,not out,1,ODI , West Indies,North Sound,2021
Wanindu Hasaranga,74,3,5,123.33,8,caught,2,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,6,0,0,42.85,8,bowled,2,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,18,1,0,85.71,7,caught,1,ODI , Bangladesh,Mirpur,2021
Wanindu Hasaranga,5,0,0,71.42,7,caught,1,T20I , England,Cardiff,2021
Wanindu Hasaranga,3,0,0,42.85,7,stumped,1,T20I , England,Cardiff,2021
Wanindu Hasaranga,1,0,0,12.5,7,caught,2,T20I , England,Southampton,2021
Wanindu Hasaranga,54,6,1,83.07,5,caught,1,ODI , England,Chester-le-Street,2021
Wanindu Hasaranga,26,2,0,53.06,6,caught,1,ODI , England,The Oval,2021
Wanindu Hasaranga,20,1,0,60.6,6,caught,1,ODI , England,Bristol,2021
Wanindu Hasaranga,8,1,0,114.28,7,caught,1,ODI , India,Colombo (RPS),2021
Wanindu Hasaranga,8,1,0,72.72,7,bowled,1,ODI , India,Colombo (RPS),2021
Wanindu Hasaranga,0,0,0,0,7,bowled,2,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,15,2,0,136.36,6,caught,2,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,14,1,0,155.55,5,not out,2,T20I , India,Colombo (RPS),2021
Wanindu Hasaranga,3,0,0,50,7,bowled,1,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,3,0,0,75,7,caught,2,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,6,0,0,60,7,caught,1,ODI , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,0,0,0,0,6,caught,2,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,0,57.14,7,bowled,1,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,4,0,0,100,7,caught,1,T20I , South Africa,Colombo (RPS),2021
Wanindu Hasaranga,71,10,1,151.06,5,caught,1,T20I , Ireland,Abu Dhabi,2021
Wanindu Hasaranga,6,1,0,120,5,caught,2,T20I , Bangladesh,Sharjah,2021
Wanindu Hasaranga,4,1,0,200,6,caught,1,T20I , Australia,Dubai (DSC),2021
Wanindu Hasaranga,4,0,0,80,6,caught,1,T20I , South Africa,Sharjah,2021
Wanindu Hasaranga,34,3,1,161.9,7,caught,2,T20I , England,Sharjah,2021
Wanindu Hasaranga,13,1,0,118.18,5,caught,2,T20I , Australia,Sydney,2022
Wanindu Hasaranga,13,2,0,144.44,8,caught,2,T20I , Australia,Sydney,2022
Wanindu Hasaranga,17,2,0,113.33,7,caught,1,T20I , Australia,Colombo (RPS),2022
Wanindu Hasaranga,12,2,0,150,7,caught,1,T20I , Australia,Colombo (RPS),2022
Wanindu Hasaranga,8,1,0,114.28,7,caught,2,T20I , Australia,Pallekele,2022
Wanindu Hasaranga,37,6,0,194.73,8,caught,1,ODI , Australia,Pallekele,2022
Wanindu Hasaranga,21,3,0,105,9,not out,1,ODI , Australia,Colombo (RPS),2022
Wanindu Hasaranga,2,0,0,25,6,caught,1,T20I , Afghanistan,Dubai (DSC),2022
Wanindu Hasaranga,2,0,0,66.66,7,caught,2,T20I , Bangladesh,Dubai (DSC),2022
Wanindu Hasaranga,16,3,0,177.77,7,not out,2,T20I , Afghanistan,Sharjah,2022
Wanindu Hasaranga,10,2,0,333.33,7,not out,2,T20I , Pakistan,Dubai (DSC),2022
Wanindu Hasaranga,36,5,1,171.42,7,caught,1,T20I , Pakistan,Dubai (DSC),2022
Wanindu Hasaranga,4,0,0,50,7,caught,2,T20I , Namibia,Geelong,2022
Wanindu Hasaranga,2,0,0,66.66,7,caught,1,T20I , U.A.E.,Geelong,2022
Wanindu Hasaranga,5,0,0,125,7,not out,1,T20I , Netherlands,Geelong,2022
Wanindu Hasaranga,1,0,0,25,7,caught,1,T20I , Australia,Perth,2022
Wanindu Hasaranga,4,1,0,66.66,8,caught,2,T20I , New Zealand,Sydney,2022
Wanindu Hasaranga,9,1,0,100,7,run out,1,T20I , England,Sydney,2022
Wanindu Hasaranga,66,10,2,143.47,7,bowled,2,ODI , Afghanistan,Pallekele,2022
Wanindu Hasaranga,2,0,0,66.66,7,caught,2,ODI , Afghanistan,Pallekele,2022
Wanindu Hasaranga,21,1,2,210,7,caught,2,T20I , India,Wankhede,2023
Wanindu Hasaranga,0,0,0,0,7,bowled,1,T20I , India,Pune,2023
Wanindu Hasaranga,9,1,0,112.5,7,caught,2,T20I , India,Rajkot,2023
Wanindu Hasaranga,16,1,2,228.57,7,caught,2,ODI , India,Guwahati,2023
Wanindu Hasaranga,21,3,1,123.52,7,caught,1,ODI , India,Eden Gardens,2023
Wanindu Hasaranga,1,0,0,14.28,6,bowled,2,ODI , India,Thiruvananthapuram,2023
Wanindu Hasaranga,2,0,0,50,8,caught,2,ODI , New Zealand,Auckland,2023
Wanindu Hasaranga,0,0,0,0,9,caught,1,ODI , New Zealand,Hamilton,2023
Wanindu Hasaranga,21,0,2,190.9,7,not out,1,T20I , New Zealand,Auckland,2023
Harshal Patel,18,2,1,163.63,8,hit wicket,1,T20I , New Zealand,Eden Gardens,2021
Harshal Patel,1,0,0,100,7,not out,1,T20I , West Indies,Eden Gardens,2022
Harshal Patel,12,2,0,133.33,8,not out,1,T20I , South Africa,Cuttack,2022
Harshal Patel,1,0,0,100,8,not out,1,T20I , South Africa,Rajkot,2022
Harshal Patel,0,0,0,0,8,bowled,1,T20I , Ireland,Dublin (Malahide),2022
Harshal Patel,3,0,0,50,8,run out,1,T20I , England,Southampton,2022
Harshal Patel,13,1,1,216.66,8,caught,1,T20I , England,Birmingham,2022
Harshal Patel,5,1,0,83.33,8,caught,2,T20I , England,Nottingham,2022
Harshal Patel,7,1,0,175,8,not out,1,T20I , Australia,Mohali,2022
Harshal Patel,17,2,1,141.66,7,caught,2,T20I , South Africa,Indore,2022
Nicholas Pooran,5,1,0,125,6,caught,1,T20I , Pakistan,Dubai (DSC),2016
Nicholas Pooran,4,1,0,66.66,8,caught,2,T20I , Pakistan,Dubai (DSC),2016
Nicholas Pooran,16,0,1,133.33,6,caught,1,T20I , Pakistan,Abu Dhabi,2016
Nicholas Pooran,4,1,0,133.33,5,bowled,2,T20I , India,Lucknow,2018
Nicholas Pooran,53,4,4,212,5,not out,1,T20I , India,Chennai,2018
Nicholas Pooran,23,3,0,135.29,3,not out,2,T20I , Bangladesh,Sylhet,2018
Nicholas Pooran,14,2,1,233.33,3,caught,2,T20I , Bangladesh,Mirpur,2018
Nicholas Pooran,29,2,2,120.83,6,caught,1,T20I , Bangladesh,Mirpur,2018
Nicholas Pooran,0,0,0,0,5,caught,1,ODI , England,Bridgetown,2019
Nicholas Pooran,58,3,4,156.75,5,bowled,1,T20I , England,Gros Islet,2019
Nicholas Pooran,1,0,0,25,6,caught,2,T20I , England,Basseterre,2019
Nicholas Pooran,11,0,0,64.7,6,caught,1,T20I , England,Basseterre,2019
Nicholas Pooran,34,4,2,178.94,4,not out,2,ODI , Pakistan,Nottingham,2019
Nicholas Pooran,40,5,1,111.11,4,caught,2,ODI , Australia,Nottingham,2019
Nicholas Pooran,63,3,1,80.76,4,caught,1,ODI , England,Southampton,2019
Nicholas Pooran,25,2,1,83.33,4,caught,1,ODI , Bangladesh,Taunton,2019
Nicholas Pooran,1,0,0,14.28,3,caught,2,ODI , New Zealand,Manchester,2019
