Name,Runs,4s,6s,SR,Pos,Dismissal,Inns,Format,Opposition,Ground,Year
Moeen Ali,2,0,0,33.33,6,caught,1,T20I , Australia,Southampton,2020
Moeen Ali,13,1,1,216.66,6,not out,2,T20I , Australia,Southampton,2020
Moeen Ali,23,2,1,109.52,5,caught,1,T20I , Australia,Southampton,2020
Moeen Ali,6,0,0,46.15,7,caught,2,ODI , Australia,Manchester,2020
Moeen Ali,30,2,1,81.08,7,caught,2,ODI , India,Pune,2021
Moeen Ali,29,2,2,116,7,caught,2,ODI , India,Pune,2021
Moeen Ali,7,1,0,100,6,caught,1,T20I , Sri Lanka,Southampton,2021
Moeen Ali,28,1,0,49.12,6,bowled,2,ODI , Sri Lanka,Chester-le-Street,2021
Moeen Ali,1,0,0,25,4,caught,2,T20I , Pakistan,Nottingham,2021
Moeen Ali,36,6,1,225,4,caught,1,T20I , Pakistan,Leeds,2021
Moeen Ali,1,0,0,33.33,5,bowled,2,T20I , Pakistan,Manchester,2021
Moeen Ali,3,0,0,75,4,run out,2,T20I , West Indies,Dubai (DSC),2021
Moeen Ali,1,0,0,50,6,not out,1,T20I , Sri Lanka,Sharjah,2021
Moeen Ali,37,3,2,137.03,3,caught,2,T20I , South Africa,Sharjah,2021
Moeen Ali,51,3,2,137.83,4,not out,1,T20I , New Zealand,Abu Dhabi,2021
Moeen Ali,0,0,0,0,4,caught,1,T20I , West Indies,Bridgetown,2022
Moeen Ali,31,3,1,129.16,4,caught,1,T20I , West Indies,Bridgetown,2022
Moeen Ali,0,0,0,0,4,caught,2,T20I , West Indies,Bridgetown,2022
Moeen Ali,63,1,7,225,4,caught,1,T20I , West Indies,Bridgetown,2022
Moeen Ali,14,0,0,73.68,4,caught,2,T20I , West Indies,Bridgetown,2022
Moeen Ali,42,5,1,105,6,not out,2,ODI , Netherlands,Amstelveen,2022
Moeen Ali,36,4,2,180,6,stumped,2,T20I , India,Southampton,2022
Moeen Ali,35,3,2,166.66,6,caught,2,T20I , India,Birmingham,2022
Moeen Ali,0,0,0,0,6,caught,1,T20I , India,Nottingham,2022
Moeen Ali,14,2,0,77.77,7,caught,1,ODI , India,The Oval,2022
Moeen Ali,47,2,2,73.43,7,caught,1,ODI , India,Lord's,2022
Moeen Ali,34,2,2,77.27,6,caught,1,ODI , India,Manchester,2022
Moeen Ali,3,0,0,75,7,caught,2,ODI , South Africa,Chester-le-Street,2022
Moeen Ali,6,1,0,66.66,5,caught,1,ODI , South Africa,Manchester,2022
Moeen Ali,52,2,6,288.88,5,caught,1,T20I , South Africa,Bristol,2022
Moeen Ali,28,3,0,164.7,4,caught,2,T20I , South Africa,Cardiff,2022
Moeen Ali,3,0,0,60,5,caught,2,T20I , South Africa,Southampton,2022
Moeen Ali,7,1,0,77.77,6,not out,2,T20I , Pakistan,Karachi,2022
Moeen Ali,55,4,4,239.13,6,not out,1,T20I , Pakistan,Karachi,2022
Moeen Ali,29,3,1,145,6,bowled,2,T20I , Pakistan,Karachi,2022
Moeen Ali,51,2,4,137.83,6,not out,2,T20I , Pakistan,Lahore,2022
Moeen Ali,10,0,1,142.85,5,caught,1,T20I , Australia,Perth,2022
Moeen Ali,44,4,2,162.96,6,caught,1,T20I , Australia,Canberra,2022
Moeen Ali,8,0,0,80,7,not out,2,T20I , Afghanistan,Perth,2022
Moeen Ali,24,3,1,200,6,not out,2,T20I , Ireland,Melbourne,2022
Moeen Ali,5,0,0,83.33,3,caught,1,T20I , New Zealand,Brisbane,2022
Moeen Ali,1,0,0,20,6,caught,2,T20I , Sri Lanka,Sydney,2022
Moeen Ali,19,3,0,146.15,6,bowled,2,T20I , Pakistan,Melbourne,2022
Moeen Ali,10,1,1,250,6,bowled,2,ODI , Australia,Sydney,2022
Moeen Ali,18,2,0,58.06,5,caught,2,ODI , Australia,Melbourne,2022
Moeen Ali,11,1,0,64.7,6,caught,2,ODI , South Africa,Bloemfontein,2023
Moeen Ali,51,6,1,113.33,6,bowled,1,ODI , South Africa,Bloemfontein,2023
Moeen Ali,41,2,4,178.26,6,bowled,1,ODI , South Africa,Kimberley,2023
Moeen Ali,14,1,0,43.75,7,bowled,2,ODI , Bangladesh,Mirpur,2023
Moeen Ali,42,3,2,120,7,caught,1,ODI , Bangladesh,Mirpur,2023
Moeen Ali,2,0,0,40,7,bowled,2,ODI , Bangladesh,Chattogram,2023
Moeen Ali,8,0,0,114.28,5,not out,1,T20I , Bangladesh,Chattogram,2023
Moeen Ali,15,1,1,88.23,3,caught,1,T20I , Bangladesh,Mirpur,2023
Moeen Ali,9,0,1,90,5,caught,2,T20I , Bangladesh,Mirpur,2023
Faf Du Plessis,60,2,0,76.92,6,caught,1,ODI , India,Cape Town,2011
Faf Du Plessis,1,0,0,25,6,run out,1,ODI , India,Gqeberha,2011
Faf Du Plessis,8,1,0,133.33,6,bowled,1,ODI , India,Centurion,2011
Faf Du Plessis,18,1,0,128.57,5,not out,1,ODI , Netherlands,Mohali,2011
Faf Du Plessis,17,2,0,44.73,5,run out,2,ODI , England,Chennai,2011
Faf Du Plessis,25,0,1,108.69,6,not out,2,ODI , India,Nagpur,2011
Faf Du Plessis,11,0,0,57.89,6,caught,1,ODI , Ireland,Eden Gardens,2011
Faf Du Plessis,52,4,1,100,5,caught,1,ODI , Bangladesh,Mirpur,2011
Faf Du Plessis,36,3,1,83.72,6,caught,2,ODI , New Zealand,Mirpur,2011
Faf Du Plessis,27,3,0,135,5,caught,2,ODI , Australia,Centurion,2011
Faf Du Plessis,12,2,0,60,5,stumped,1,ODI , Australia,Gqeberha,2011
Faf Du Plessis,21,2,0,75,5,caught,1,ODI , Australia,Durban,2011
Faf Du Plessis,10,0,0,76.92,7,bowled,1,ODI , Sri Lanka,Paarl,2012
Faf Du Plessis,18,2,0,112.5,6,caught,2,ODI , Sri Lanka,East London,2012
Faf Du Plessis,72,7,0,97.29,4,run out,2,ODI , Sri Lanka,Bloemfontein,2012
Faf Du Plessis,5,0,0,41.66,6,caught,1,ODI , Sri Lanka,Kimberley,2012
Faf Du Plessis,24,2,0,61.53,3,caught,1,ODI , Sri Lanka,Johannesburg,2012
Faf Du Plessis,66,9,1,134.69,6,not out,2,ODI , New Zealand,Wellington,2012
Faf Du Plessis,34,6,0,136,3,caught,2,ODI , New Zealand,Napier,2012
Faf Du Plessis,19,1,0,67.85,4,lbw,2,ODI , New Zealand,Auckland,2012
Faf Du Plessis,22,2,0,115.78,6,not out,1,ODI , England,Southampton,2012
Faf Du Plessis,1,0,0,25,5,bowled,1,ODI , England,The Oval,2012
Faf Du Plessis,1,0,0,12.5,5,bowled,1,ODI , England,Lord's,2012
Faf Du Plessis,3,0,0,60,3,caught,2,ODI , England,Nottingham,2012
Faf Du Plessis,4,0,0,133.33,3,lbw,2,T20I , England,Chester-le-Street,2012
Faf Du Plessis,8,1,0,133.33,3,caught,2,T20I , England,Birmingham,2012
Faf Du Plessis,13,0,0,118.18,3,caught,1,T20I , Sri Lanka,Hambantota,2012
Faf Du Plessis,65,6,2,171.05,4,caught,2,T20I , India,Colombo (RPS),2012
Faf Du Plessis,38,6,0,118.75,3,not out,2,T20I , New Zealand,Durban,2012
Faf Du Plessis,63,8,1,146.51,3,caught,1,T20I , New Zealand,East London,2012
Faf Du Plessis,1,0,0,11.11,2,bowled,1,T20I , New Zealand,Gqeberha,2012
Faf Du Plessis,57,3,0,79.16,5,caught,1,ODI , New Zealand,Paarl,2013
Faf Du Plessis,2,0,0,66.66,4,run out,2,ODI , New Zealand,Kimberley,2013
Faf Du Plessis,19,2,0,82.6,4,caught,2,ODI , New Zealand,Potchefstroom,2013
Faf Du Plessis,6,0,0,150,3,caught,2,T20I , Pakistan,Centurion,2013
Faf Du Plessis,26,4,0,89.65,5,caught,1,ODI , Pakistan,Bloemfontein,2013
Faf Du Plessis,17,3,0,80.95,5,caught,1,ODI , Pakistan,Centurion,2013
Faf Du Plessis,45,4,3,236.84,5,caught,1,ODI , Pakistan,Johannesburg,2013
Faf Du Plessis,62,2,5,155,5,not out,1,ODI , Netherlands,Amstelveen,2013
Faf Du Plessis,30,5,0,130.43,6,caught,2,ODI , India,Cardiff,2013
Faf Du Plessis,28,2,0,70,3,caught,1,ODI , Pakistan,Birmingham,2013
Faf Du Plessis,35,3,1,109.37,5,run out,1,ODI , West Indies,Cardiff,2013
Faf Du Plessis,26,3,0,66.66,4,caught,1,ODI , England,The Oval,2013
Faf Du Plessis,4,0,0,33.33,5,caught,2,ODI , Sri Lanka,Colombo (RPS),2013
Faf Du Plessis,8,1,0,88.88,5,caught,2,ODI , Sri Lanka,Colombo (RPS),2013
Faf Du Plessis,16,1,0,48.48,5,run out,1,ODI , Sri Lanka,Pallekele,2013
Faf Du Plessis,23,1,0,52.27,5,stumped,1,ODI , Sri Lanka,Pallekele,2013
Faf Du Plessis,6,0,0,46.15,4,caught,2,ODI , Sri Lanka,Colombo (RPS),2013
Faf Du Plessis,8,1,0,72.72,3,bowled,1,T20I , Sri Lanka,Colombo (RPS),2013
Faf Du Plessis,12,0,1,80,3,bowled,1,T20I , Sri Lanka,Hambantota,2013
Faf Du Plessis,85,10,3,130.76,3,bowled,1,T20I , Sri Lanka,Hambantota,2013
Faf Du Plessis,12,2,0,46.15,4,lbw,1,ODI , Pakistan,Sharjah,2013
Faf Du Plessis,12,1,0,37.5,5,lbw,2,ODI , Pakistan,Dubai (DSC),2013
Faf Du Plessis,55,8,0,91.66,3,stumped,1,ODI , Pakistan,Abu Dhabi,2013
Faf Du Plessis,10,1,0,43.47,3,caught,1,ODI , Pakistan,Abu Dhabi,2013
Faf Du Plessis,46,2,0,51.68,3,caught,1,ODI , Pakistan,Sharjah,2013
Faf Du Plessis,37,4,1,92.5,3,not out,2,T20I , Pakistan,Dubai (DSC),2013
Faf Du Plessis,58,1,3,120.83,3,not out,1,T20I , Pakistan,Dubai (DSC),2013
Faf Du Plessis,22,1,0,100,3,caught,1,T20I , Pakistan,Johannesburg,2013
Faf Du Plessis,6,0,0,60,3,caught,2,T20I , Pakistan,Cape Town,2013
Faf Du Plessis,27,2,2,207.69,3,not out,1,T20I , Australia,Durban,2014
Faf Du Plessis,5,1,0,83.33,3,caught,1,T20I , Australia,Centurion,2014
Faf Du Plessis,13,2,0,162.5,3,caught,1,T20I , New Zealand,Chattogram,2014
Faf Du Plessis,24,3,1,171.42,3,caught,1,T20I , Netherlands,Chattogram,2014
Faf Du Plessis,58,5,2,141.46,3,bowled,1,T20I , India,Mirpur,2014
Faf Du Plessis,59,4,0,76.62,3,caught,1,ODI , Zimbabwe,Bulawayo,2014
Faf Du Plessis,55,3,0,76.38,3,caught,1,ODI , Zimbabwe,Bulawayo,2014
Faf Du Plessis,40,8,0,121.21,3,bowled,2,ODI , Zimbabwe,Bulawayo,2014
Faf Du Plessis,106,11,1,108.16,3,caught,2,ODI , Australia,Harare,2014
Faf Du Plessis,15,0,0,60,3,caught,1,ODI , Zimbabwe,Harare,2014
Faf Du Plessis,126,8,6,115.59,3,hit wicket,2,ODI , Australia,Harare,2014
Faf Du Plessis,121,5,4,86.42,3,caught,1,ODI , Zimbabwe,Harare,2014
Faf Du Plessis,96,8,1,96.96,3,caught,2,ODI , Australia,Harare,2014
Faf Du Plessis,8,1,0,34.78,3,caught,2,ODI , New Zealand,Mount Maunganui,2014
Faf Du Plessis,67,3,2,91.78,3,caught,1,ODI , New Zealand,Mount Maunganui,2014
Faf Du Plessis,31,2,1,72.09,3,caught,2,ODI , Australia,Perth,2014
Faf Du Plessis,19,2,0,48.71,3,caught,2,ODI , Australia,Perth,2014
Faf Du Plessis,17,2,0,80.95,3,caught,2,ODI , Australia,Canberra,2014
Faf Du Plessis,28,3,0,75.67,3,caught,1,ODI , Australia,Melbourne,2014
Faf Du Plessis,2,0,0,66.66,4,caught,1,ODI , Australia,Sydney,2014
Faf Du Plessis,38,5,2,190,3,caught,1,T20I , West Indies,Cape Town,2015
Faf Du Plessis,119,11,5,212.5,3,caught,1,T20I , West Indies,Johannesburg,2015
Faf Du Plessis,0,0,0,0,3,lbw,1,ODI , West Indies,Durban,2015
Faf Du Plessis,51,5,0,71.83,3,not out,2,ODI , West Indies,East London,2015
Faf Du Plessis,4,1,0,36.36,3,caught,1,ODI , West Indies,Gqeberha,2015
Faf Du Plessis,16,2,0,59.25,3,caught,1,ODI , West Indies,Centurion,2015
Faf Du Plessis,24,0,1,75,3,caught,1,ODI , Zimbabwe,Hamilton,2015
Faf Du Plessis,55,5,0,77.46,3,caught,2,ODI , India,Melbourne,2015
Faf Du Plessis,62,3,0,88.57,3,caught,1,ODI , West Indies,Sydney,2015
Faf Du Plessis,109,10,1,100,3,bowled,1,ODI , Ireland,Canberra,2015
Faf Du Plessis,27,3,1,93.1,3,caught,2,ODI , Pakistan,Auckland,2015
Faf Du Plessis,21,0,0,67.74,3,not out,2,ODI , Sri Lanka,Sydney,2015
Faf Du Plessis,82,7,1,76.63,3,caught,1,ODI , New Zealand,Auckland,2015
Faf Du Plessis,79,8,0,129.5,3,not out,1,T20I , Bangladesh,Mirpur,2015
Faf Du Plessis,16,1,0,94.11,4,caught,1,T20I , Bangladesh,Mirpur,2015
Faf Du Plessis,63,7,0,84,3,not out,2,ODI , Bangladesh,Mirpur,2015
Faf Du Plessis,41,3,0,64.06,3,caught,1,ODI , Bangladesh,Mirpur,2015
Faf Du Plessis,6,0,0,35.29,3,caught,1,ODI , Bangladesh,Chattogram,2015
Faf Du Plessis,4,0,0,80,3,bowled,2,T20I , India,Dharamsala,2015
Faf Du Plessis,16,2,1,114.28,3,caught,2,T20I , India,Cuttack,2015
Faf Du Plessis,62,5,1,80.51,3,lbw,1,ODI , India,Kanpur,2015
Faf Du Plessis,51,6,0,91.07,3,caught,2,ODI , India,Indore,2015
Faf Du Plessis,60,6,0,95.23,4,caught,1,ODI , India,Rajkot,2015
Faf Du Plessis,17,1,0,50,3,caught,2,ODI , India,Chennai,2015
Faf Du Plessis,133,9,6,115.65,3,retired notout,1,ODI , India,Wankhede,2015
Faf Du Plessis,55,7,1,125,3,caught,2,ODI , England,Bloemfontein,2016
Faf Du Plessis,46,4,1,95.83,3,caught,1,ODI , England,Gqeberha,2016
Faf Du Plessis,33,4,1,113.79,4,not out,2,ODI , England,Centurion,2016
Faf Du Plessis,34,4,0,89.47,3,bowled,2,ODI , England,Johannesburg,2016
Faf Du Plessis,0,0,0,0,3,bowled,2,ODI , England,Cape Town,2016
Faf Du Plessis,25,1,0,83.33,3,caught,2,T20I , England,Cape Town,2016
Faf Du Plessis,22,2,0,104.76,3,not out,2,T20I , England,Johannesburg,2016
Faf Du Plessis,40,4,1,153.84,3,run out,2,T20I , Australia,Durban,2016
Faf Du Plessis,79,5,5,192.68,3,caught,1,T20I , Australia,Johannesburg,2016
Faf Du Plessis,4,0,0,57.14,3,caught,1,T20I , Australia,Cape Town,2016
Faf Du Plessis,17,1,0,100,4,caught,1,T20I , England,Wankhede,2016
Faf Du Plessis,41,7,1,151.85,3,run out,1,T20I , Afghanistan,Wankhede,2016
Faf Du Plessis,9,0,1,128.57,3,caught,1,T20I , West Indies,Nagpur,2016
Faf Du Plessis,31,3,0,86.11,3,lbw,2,T20I , Sri Lanka,Delhi,2016
Faf Du Plessis,63,5,0,82.89,3,caught,2,ODI , Australia,Basseterre,2016
Faf Du Plessis,73,6,2,146,4,not out,1,ODI , West Indies,Basseterre,2016
Faf Du Plessis,3,0,0,37.5,3,lbw,2,ODI , West Indies,Bridgetown,2016
Faf Du Plessis,21,1,0,67.74,3,caught,1,ODI , Ireland,Benoni,2016
Faf Du Plessis,26,1,0,72.22,3,bowled,2,ODI , Australia,Centurion,2016
Faf Du Plessis,111,13,0,119.35,3,caught,1,ODI , Australia,Johannesburg,2016
Faf Du Plessis,33,4,0,103.12,3,caught,2,ODI , Australia,Durban,2016
Faf Du Plessis,69,8,0,79.31,3,caught,2,ODI , Australia,Gqeberha,2016
Faf Du Plessis,11,2,0,64.7,3,bowled,1,ODI , Australia,Cape Town,2016
Faf Du Plessis,55,5,0,80.88,3,not out,2,ODI , Sri Lanka,Gqeberha,2017
Faf Du Plessis,105,7,1,87.5,3,caught,1,ODI , Sri Lanka,Durban,2017
Faf Du Plessis,24,3,1,88.88,3,caught,2,ODI , Sri Lanka,Johannesburg,2017
Faf Du Plessis,185,16,3,131.2,3,caught,1,ODI , Sri Lanka,Cape Town,2017
Faf Du Plessis,41,1,2,120.58,3,caught,1,ODI , Sri Lanka,Centurion,2017
Faf Du Plessis,36,1,3,144,3,lbw,1,T20I , New Zealand,Auckland,2017
Faf Du Plessis,14,1,0,77.77,3,lbw,2,ODI , New Zealand,Hamilton,2017
Faf Du Plessis,11,2,0,64.7,3,bowled,2,ODI , New Zealand,Christchurch,2017
Faf Du Plessis,36,4,0,78.26,3,caught,1,ODI , New Zealand,Wellington,2017
Faf Du Plessis,67,4,0,69.07,3,caught,1,ODI , New Zealand,Hamilton,2017
Faf Du Plessis,51,6,0,56.66,3,not out,2,ODI , New Zealand,Auckland,2017
Faf Du Plessis,67,8,0,109.83,3,caught,2,ODI , England,Leeds,2017
Faf Du Plessis,16,2,0,80,3,caught,2,ODI , England,Southampton,2017
Faf Du Plessis,5,1,0,71.42,4,caught,2,ODI , England,Lord's,2017
Faf Du Plessis,75,6,0,107.14,3,caught,1,ODI , Sri Lanka,The Oval,2017
Faf Du Plessis,26,1,0,59.09,3,bowled,1,ODI , Pakistan,Birmingham,2017
Faf Du Plessis,36,1,0,72,3,bowled,1,ODI , India,The Oval,2017
Faf Du Plessis,29,4,1,161.11,4,caught,2,T20I , Pakistan,Lahore,2017
Faf Du Plessis,20,0,2,142.85,4,caught,2,T20I , Pakistan,Lahore,2017
Faf Du Plessis,13,1,0,100,4,run out,2,T20I , Pakistan,Lahore,2017
Faf Du Plessis,0,0,0,0,3,bowled,1,ODI , Bangladesh,Paarl,2017
Faf Du Plessis,91,10,1,135.82,3,retired notout,1,ODI , Bangladesh,East London,2017
Faf Du Plessis,120,11,2,107.14,3,caught,1,ODI , India,Durban,2018
Faf Du Plessis,47,10,0,83.92,4,caught,2,ODI , Sri Lanka,Dambulla,2018
Faf Du Plessis,49,3,2,119.51,4,caught,2,ODI , Sri Lanka,Dambulla,2018
Faf Du Plessis,10,0,0,71.42,4,caught,1,ODI , Sri Lanka,Pallekele,2018
Faf Du Plessis,26,2,0,104,3,caught,2,ODI , Zimbabwe,Paarl,2018
Faf Du Plessis,34,5,2,170,3,caught,1,T20I , Zimbabwe,East London,2018
Faf Du Plessis,12,2,0,133.33,3,bowled,2,T20I , Zimbabwe,Potchefstroom,2018
Faf Du Plessis,10,0,0,41.66,4,not out,2,ODI , Australia,Perth,2018
Faf Du Plessis,47,3,0,72.3,4,bowled,2,ODI , Australia,Adelaide,2018
Faf Du Plessis,125,15,2,109.64,4,caught,1,ODI , Australia,Hobart,2018
Faf Du Plessis,27,4,0,180,3,caught,1,T20I , Australia,Carrara,2018
Faf Du Plessis,8,2,0,100,4,caught,2,ODI , Pakistan,Durban,2019
Faf Du Plessis,40,3,1,95.23,4,not out,2,ODI , Pakistan,Centurion,2019
Faf Du Plessis,57,5,1,75,4,caught,1,ODI , Pakistan,Johannesburg,2019
Faf Du Plessis,50,3,0,69.44,4,not out,2,ODI , Pakistan,Cape Town,2019
Faf Du Plessis,78,6,4,173.33,3,caught,1,T20I , Pakistan,Cape Town,2019
Faf Du Plessis,112,15,1,98.24,3,not out,2,ODI , Sri Lanka,Johannesburg,2019
Faf Du Plessis,57,7,0,86.36,3,bowled,1,ODI , Sri Lanka,Centurion,2019
Faf Du Plessis,36,7,0,133.33,3,caught,1,ODI , Sri Lanka,Durban,2019
Faf Du Plessis,43,5,1,113.15,4,caught,2,ODI , Sri Lanka,Gqeberha,2019
Faf Du Plessis,24,1,0,57.14,3,caught,2,ODI , Sri Lanka,Cape Town,2019
Faf Du Plessis,21,2,1,91.3,3,caught,2,T20I , Sri Lanka,Cape Town,2019
Faf Du Plessis,5,1,0,71.42,4,caught,2,ODI , England,The Oval,2019
Faf Du Plessis,62,5,1,116.98,3,bowled,2,ODI , Bangladesh,The Oval,2019
Faf Du Plessis,38,4,0,70.37,3,bowled,1,ODI , India,Southampton,2019
Faf Du Plessis,0,0,0,0,4,not out,1,ODI , West Indies,Southampton,2019
Faf Du Plessis,23,4,0,65.71,3,bowled,1,ODI , New Zealand,Birmingham,2019
Faf Du Plessis,63,5,0,79.74,3,caught,2,ODI , Pakistan,Lord's,2019
Faf Du Plessis,96,10,1,93.2,3,not out,2,ODI , Sri Lanka,Chester-le-Street,2019
Faf Du Plessis,100,7,2,106.38,3,caught,1,ODI , Australia,Manchester,2019
Faf Du Plessis,24,3,0,109.09,3,caught,2,T20I , Australia,Johannesburg,2020
Faf Du Plessis,15,1,0,107.14,3,caught,1,T20I , Australia,Gqeberha,2020
Faf Du Plessis,5,0,0,71.42,3,caught,2,T20I , Australia,Cape Town,2020
Faf Du Plessis,58,4,2,145,3,caught,1,T20I , England,Cape Town,2020
Faf Du Plessis,11,1,0,100,4,stumped,1,T20I , England,Paarl,2020
Faf Du Plessis,52,5,3,140.54,4,not out,1,T20I , England,Cape Town,2020
Mark Wood,3,0,0,75,10,not out,1,ODI , New Zealand,Southampton,2015
Mark Wood,10,1,0,100,10,not out,2,ODI , Australia,Southampton,2015
Mark Wood,13,2,0,100,10,caught,1,ODI , Australia,Manchester,2015
Mark Wood,8,1,0,160,11,not out,1,ODI , Pakistan,Cardiff,2016
Mark Wood,0,0,0,0,10,caught,1,ODI , New Zealand,Cardiff,2017
Mark Wood,3,0,0,60,10,run out,1,ODI , Pakistan,Cardiff,2017
Mark Wood,2,0,0,100,11,not out,1,ODI , Australia,Adelaide,2018
Mark Wood,5,0,0,55.55,11,not out,1,T20I , Australia,Hobart,2018
Mark Wood,5,1,0,166.66,11,not out,2,T20I , New Zealand,Wellington,2018
Mark Wood,1,0,0,50,11,run out,1,ODI , New Zealand,Wellington,2018
Mark Wood,3,0,0,75,11,not out,1,ODI , New Zealand,Dunedin,2018
Mark Wood,1,0,0,50,11,lbw,2,ODI , Scotland,Edinburgh,2018
Mark Wood,0,0,0,-,11,not out,1,ODI , India,Nottingham,2018
Mark Wood,1,0,0,33.33,11,not out,2,ODI , West Indies,Bridgetown,2019
Mark Wood,0,0,0,-,11,not out,1,ODI , West Indies,Gros Islet,2019
Mark Wood,10,2,0,166.66,11,not out,2,ODI , Pakistan,Nottingham,2019
Mark Wood,0,0,0,0,11,caught,2,ODI , Sri Lanka,Leeds,2019
Mark Wood,1,0,0,50,11,not out,2,ODI , Australia,Lord's,2019
Mark Wood,0,0,0,-,11,run out,2,ODI , New Zealand,Lord's,2019
Mark Wood,2,0,0,28.57,11,not out,2,ODI , India,Pune,2021
Mark Wood,14,1,0,66.66,10,run out,2,ODI , India,Pune,2021
Mark Wood,1,0,0,100,11,not out,2,T20I , South Africa,Sharjah,2021
Jason Roy,8,1,0,80,1,caught,1,T20I , India,Birmingham,2014
Jason Roy,0,0,0,0,1,caught,1,ODI , New Zealand,Birmingham,2015
Jason Roy,39,6,0,105.4,1,caught,2,ODI , New Zealand,The Oval,2015
Jason Roy,9,1,0,52.94,1,bowled,1,ODI , New Zealand,Southampton,2015
Jason Roy,38,5,1,108.57,1,caught,2,ODI , New Zealand,Nottingham,2015
Jason Roy,12,1,0,60,1,caught,2,ODI , New Zealand,Chester-le-Street,2015
Jason Roy,23,1,2,176.92,1,run out,1,T20I , New Zealand,Manchester,2015
Jason Roy,11,1,0,68.75,1,caught,1,T20I , Australia,Cardiff,2015
Jason Roy,67,11,0,104.68,1,caught,2,ODI , Australia,Southampton,2015
Jason Roy,31,6,0,96.87,1,caught,2,ODI , Australia,Lord's,2015
Jason Roy,63,9,0,140,1,caught,1,ODI , Australia,Manchester,2015
Jason Roy,36,7,0,109.09,1,caught,2,ODI , Australia,Leeds,2015
Jason Roy,4,1,0,100,1,lbw,1,ODI , Australia,Manchester,2015
Jason Roy,0,0,0,0,1,bowled,1,ODI , Pakistan,Abu Dhabi,2015
Jason Roy,54,8,0,94.73,1,caught,1,ODI , Pakistan,Abu Dhabi,2015
Jason Roy,7,1,0,116.66,1,caught,2,ODI , Pakistan,Sharjah,2015
Jason Roy,102,8,1,87.17,1,caught,1,ODI , Pakistan,Dubai (DSC),2015
Jason Roy,9,1,0,150,1,caught,1,T20I , Pakistan,Dubai (DSC),2015
Jason Roy,29,1,2,131.81,1,caught,1,T20I , Pakistan,Dubai (DSC),2015
Jason Roy,0,0,0,0,1,lbw,1,T20I , Pakistan,Sharjah,2015
Jason Roy,48,8,1,160,1,caught,1,ODI , South Africa,Bloemfontein,2016
Jason Roy,14,3,0,107.69,1,bowled,2,ODI , South Africa,Gqeberha,2016
Jason Roy,20,4,0,86.95,1,run out,1,ODI , South Africa,Centurion,2016
Jason Roy,6,1,0,37.5,1,caught,1,ODI , South Africa,Johannesburg,2016
Jason Roy,8,0,0,53.33,1,lbw,1,ODI , South Africa,Cape Town,2016
Jason Roy,15,1,1,150,1,caught,1,T20I , South Africa,Cape Town,2016
Jason Roy,9,0,0,60,1,bowled,1,T20I , South Africa,Johannesburg,2016
Jason Roy,15,2,0,100,1,caught,1,T20I , West Indies,Wankhede,2016
Jason Roy,43,5,3,268.75,1,caught,2,T20I , South Africa,Wankhede,2016
Jason Roy,5,1,0,71.42,1,bowled,1,T20I , Afghanistan,Delhi,2016
Jason Roy,42,3,2,107.69,1,lbw,1,T20I , Sri Lanka,Delhi,2016
Jason Roy,78,11,2,177.27,1,bowled,2,T20I , New Zealand,Delhi,2016
Jason Roy,0,0,0,0,1,bowled,1,T20I , West Indies,Eden Gardens,2016
Jason Roy,3,0,0,30,1,lbw,2,ODI , Sri Lanka,Nottingham,2016
Jason Roy,112,7,4,117.89,1,not out,2,ODI , Sri Lanka,Birmingham,2016
Jason Roy,5,0,0,71.42,1,not out,2,ODI , Sri Lanka,Bristol,2016
Jason Roy,162,13,3,137.28,1,bowled,2,ODI , Sri Lanka,The Oval,2016
Jason Roy,34,4,0,100,1,caught,1,ODI , Sri Lanka,Cardiff,2016
Jason Roy,0,0,0,0,1,bowled,2,T20I , Sri Lanka,Southampton,2016
Jason Roy,65,6,1,116.07,1,caught,2,ODI , Pakistan,Southampton,2016
Jason Roy,0,0,0,0,1,bowled,2,ODI , Pakistan,Lord's,2016
Jason Roy,15,3,0,78.94,1,caught,1,ODI , Pakistan,Nottingham,2016
Jason Roy,14,3,0,127.27,1,caught,2,ODI , Pakistan,Leeds,2016
Jason Roy,87,8,2,97.75,1,caught,1,ODI , Pakistan,Cardiff,2016
Jason Roy,21,2,1,105,1,lbw,1,T20I , Pakistan,Manchester,2016
Jason Roy,41,5,1,102.5,1,caught,1,ODI , Bangladesh,Mirpur,2016
Jason Roy,13,0,0,61.9,1,lbw,2,ODI , Bangladesh,Mirpur,2016
Jason Roy,73,12,0,119.67,1,stumped,1,ODI , India,Pune,2017
Jason Roy,82,9,2,112.32,1,bowled,2,ODI , India,Cuttack,2017
Jason Roy,65,10,1,116.07,1,bowled,1,ODI , India,Eden Gardens,2017
Jason Roy,19,0,2,172.72,1,bowled,2,T20I , India,Kanpur,2017
Jason Roy,10,0,1,90.9,1,caught,2,T20I , India,Nagpur,2017
Jason Roy,32,4,1,139.13,1,caught,2,T20I , India,Bengaluru,2017
Jason Roy,13,2,0,59.09,1,lbw,1,ODI , West Indies,North Sound,2017
Jason Roy,52,7,1,108.33,1,caught,2,ODI , West Indies,North Sound,2017
Jason Roy,17,2,0,89.47,1,caught,1,ODI , West Indies,Bridgetown,2017
Jason Roy,0,0,0,0,1,caught,2,ODI , Ireland,Bristol,2017
